icd9,icd10,description
1,6A750Z4,Therapeutic ultrasound of vessels of head and neck
1,6A751Z4,Therapeutic ultrasound of vessels of head and neck
2,6A750Z5,Therapeutic ultrasound of heart
2,6A751Z5,Therapeutic ultrasound of heart
3,6A750Z6,Therapeutic ultrasound of peripheral vascular vessels
3,6A751Z6,Therapeutic ultrasound of peripheral vascular vessels
9,6A750Z7,Other therapeutic ultrasound
9,6A750ZZ,Other therapeutic ultrasound
9,6A751Z7,Other therapeutic ultrasound
9,6A751ZZ,Other therapeutic ultrasound
9,6A930ZZ,Other therapeutic ultrasound
9,6A931ZZ,Other therapeutic ultrasound
10,3E00X05,Implantation of chemotherapeutic agent
10,3E01305,Implantation of chemotherapeutic agent
10,3E02305,Implantation of chemotherapeutic agent
10,3E0A305,Implantation of chemotherapeutic agent
10,3E0F305,Implantation of chemotherapeutic agent
10,3E0F705,Implantation of chemotherapeutic agent
10,3E0F805,Implantation of chemotherapeutic agent
10,3E0G305,Implantation of chemotherapeutic agent
10,3E0G705,Implantation of chemotherapeutic agent
10,3E0G805,Implantation of chemotherapeutic agent
10,3E0H305,Implantation of chemotherapeutic agent
10,3E0H705,Implantation of chemotherapeutic agent
10,3E0H805,Implantation of chemotherapeutic agent
10,3E0J305,Implantation of chemotherapeutic agent
10,3E0J705,Implantation of chemotherapeutic agent
10,3E0J805,Implantation of chemotherapeutic agent
10,3E0K305,Implantation of chemotherapeutic agent
10,3E0K705,Implantation of chemotherapeutic agent
10,3E0K805,Implantation of chemotherapeutic agent
10,3E0L305,Implantation of chemotherapeutic agent
10,3E0L705,Implantation of chemotherapeutic agent
10,3E0M305,Implantation of chemotherapeutic agent
10,3E0M705,Implantation of chemotherapeutic agent
10,3E0N305,Implantation of chemotherapeutic agent
10,3E0N705,Implantation of chemotherapeutic agent
10,3E0N805,Implantation of chemotherapeutic agent
10,3E0P305,Implantation of chemotherapeutic agent
10,3E0P705,Implantation of chemotherapeutic agent
10,3E0P805,Implantation of chemotherapeutic agent
10,3E0Q005,Implantation of chemotherapeutic agent
10,3E0Q305,Implantation of chemotherapeutic agent
10,3E0Q705,Implantation of chemotherapeutic agent
10,3E0R305,Implantation of chemotherapeutic agent
10,3E0S305,Implantation of chemotherapeutic agent
10,3E0V305,Implantation of chemotherapeutic agent
10,3E0W305,Implantation of chemotherapeutic agent
10,3E0Y305,Implantation of chemotherapeutic agent
10,3E0Y705,Implantation of chemotherapeutic agent
11,3E03016,Infusion of drotrecogin alfa (activated)
11,3E03316,Infusion of drotrecogin alfa (activated)
11,3E04016,Infusion of drotrecogin alfa (activated)
11,3E04316,Infusion of drotrecogin alfa (activated)
11,3E05016,Infusion of drotrecogin alfa (activated)
11,3E05316,Infusion of drotrecogin alfa (activated)
11,3E06016,Infusion of drotrecogin alfa (activated)
11,3E06316,Infusion of drotrecogin alfa (activated)
11,3E07016,Infusion of drotrecogin alfa (activated)
11,3E07316,Infusion of drotrecogin alfa (activated)
11,3E08016,Infusion of drotrecogin alfa (activated)
11,3E08316,Infusion of drotrecogin alfa (activated)
12,3E0F7SD,Administration of inhaled nitric oxide
13,3E030VH,Injection or infusion of nesiritide
13,3E033VH,Injection or infusion of nesiritide
13,3E040VH,Injection or infusion of nesiritide
13,3E043VH,Injection or infusion of nesiritide
13,3E050VH,Injection or infusion of nesiritide
13,3E053VH,Injection or infusion of nesiritide
13,3E060VH,Injection or infusion of nesiritide
13,3E063VH,Injection or infusion of nesiritide
14,3E00X28,Injection or infusion of oxazolidinone class of antibiotics
14,3E01328,Injection or infusion of oxazolidinone class of antibiotics
14,3E02328,Injection or infusion of oxazolidinone class of antibiotics
14,3E03028,Injection or infusion of oxazolidinone class of antibiotics
14,3E03328,Injection or infusion of oxazolidinone class of antibiotics
14,3E04028,Injection or infusion of oxazolidinone class of antibiotics
14,3E04328,Injection or infusion of oxazolidinone class of antibiotics
14,3E05028,Injection or infusion of oxazolidinone class of antibiotics
14,3E05328,Injection or infusion of oxazolidinone class of antibiotics
14,3E06028,Injection or infusion of oxazolidinone class of antibiotics
14,3E06328,Injection or infusion of oxazolidinone class of antibiotics
14,3E09328,Injection or infusion of oxazolidinone class of antibiotics
14,3E09728,Injection or infusion of oxazolidinone class of antibiotics
14,3E09X28,Injection or infusion of oxazolidinone class of antibiotics
14,3E0B328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0B728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0BX28,Injection or infusion of oxazolidinone class of antibiotics
14,3E0C328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0C728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0CX28,Injection or infusion of oxazolidinone class of antibiotics
14,3E0D328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0D728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0DX28,Injection or infusion of oxazolidinone class of antibiotics
14,3E0E328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0E728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0E828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0F328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0F728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0F828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0G328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0G728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0G828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0H328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0H728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0H828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0J328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0J728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0J828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0K328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0K728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0K828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0L328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0M328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0N328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0N728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0N828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0P328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0P728,Injection or infusion of oxazolidinone class of antibiotics
14,3E0P828,Injection or infusion of oxazolidinone class of antibiotics
14,3E0Q028,Injection or infusion of oxazolidinone class of antibiotics
14,3E0Q328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0R328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0S328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0U028,Injection or infusion of oxazolidinone class of antibiotics
14,3E0U328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0V328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0W328,Injection or infusion of oxazolidinone class of antibiotics
14,3E0Y328,Injection or infusion of oxazolidinone class of antibiotics
15,3E03002,High-dose infusion interleukin-2 [IL-2]
15,3E03302,High-dose infusion interleukin-2 [IL-2]
15,3E04002,High-dose infusion interleukin-2 [IL-2]
15,3E04302,High-dose infusion interleukin-2 [IL-2]
15,3E05002,High-dose infusion interleukin-2 [IL-2]
15,3E05302,High-dose infusion interleukin-2 [IL-2]
15,3E06002,High-dose infusion interleukin-2 [IL-2]
15,3E06302,High-dose infusion interleukin-2 [IL-2]
15,3E0R302,High-dose infusion interleukin-2 [IL-2]
15,3E0S302,High-dose infusion interleukin-2 [IL-2]
16,NoPCS,Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance
16,0NB00ZZ,Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance
16,0NB03ZZ,Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance
16,0NB04ZZ,Pressurized treatment of venous bypass graft [conduit] with pharmaceutical substance
17,3E030XZ,Infusion of vasopressor agent
17,3E033XZ,Infusion of vasopressor agent
17,3E040XZ,Infusion of vasopressor agent
17,3E043XZ,Infusion of vasopressor agent
17,3E050XZ,Infusion of vasopressor agent
17,3E053XZ,Infusion of vasopressor agent
17,3E060XZ,Infusion of vasopressor agent
17,3E063XZ,Infusion of vasopressor agent
18,3E00X0M,Infusion of immunosuppressive antibody therapy
18,3E0130M,Infusion of immunosuppressive antibody therapy
18,3E0230M,Infusion of immunosuppressive antibody therapy
18,3E0300M,Infusion of immunosuppressive antibody therapy
18,3E030WL,Infusion of immunosuppressive antibody therapy
18,3E0330M,Infusion of immunosuppressive antibody therapy
18,3E033WL,Infusion of immunosuppressive antibody therapy
18,3E0400M,Infusion of immunosuppressive antibody therapy
18,3E040WL,Infusion of immunosuppressive antibody therapy
18,3E0430M,Infusion of immunosuppressive antibody therapy
18,3E043WL,Infusion of immunosuppressive antibody therapy
18,3E0500M,Infusion of immunosuppressive antibody therapy
18,3E050WL,Infusion of immunosuppressive antibody therapy
18,3E0530M,Infusion of immunosuppressive antibody therapy
18,3E053WL,Infusion of immunosuppressive antibody therapy
18,3E0600M,Infusion of immunosuppressive antibody therapy
18,3E060WL,Infusion of immunosuppressive antibody therapy
18,3E0630M,Infusion of immunosuppressive antibody therapy
18,3E063WL,Infusion of immunosuppressive antibody therapy
18,3E0930M,Infusion of immunosuppressive antibody therapy
18,3E0970M,Infusion of immunosuppressive antibody therapy
18,3E09X0M,Infusion of immunosuppressive antibody therapy
18,3E0A30M,Infusion of immunosuppressive antibody therapy
18,3E0B30M,Infusion of immunosuppressive antibody therapy
18,3E0B70M,Infusion of immunosuppressive antibody therapy
18,3E0BX0M,Infusion of immunosuppressive antibody therapy
18,3E0C30M,Infusion of immunosuppressive antibody therapy
18,3E0C70M,Infusion of immunosuppressive antibody therapy
18,3E0CX0M,Infusion of immunosuppressive antibody therapy
18,3E0D30M,Infusion of immunosuppressive antibody therapy
18,3E0D70M,Infusion of immunosuppressive antibody therapy
18,3E0DX0M,Infusion of immunosuppressive antibody therapy
18,3E0E30M,Infusion of immunosuppressive antibody therapy
18,3E0E70M,Infusion of immunosuppressive antibody therapy
18,3E0E80M,Infusion of immunosuppressive antibody therapy
18,3E0F30M,Infusion of immunosuppressive antibody therapy
18,3E0F70M,Infusion of immunosuppressive antibody therapy
18,3E0F80M,Infusion of immunosuppressive antibody therapy
18,3E0G30M,Infusion of immunosuppressive antibody therapy
18,3E0G70M,Infusion of immunosuppressive antibody therapy
18,3E0G80M,Infusion of immunosuppressive antibody therapy
18,3E0H30M,Infusion of immunosuppressive antibody therapy
18,3E0H70M,Infusion of immunosuppressive antibody therapy
18,3E0H80M,Infusion of immunosuppressive antibody therapy
18,3E0J30M,Infusion of immunosuppressive antibody therapy
18,3E0J70M,Infusion of immunosuppressive antibody therapy
18,3E0J80M,Infusion of immunosuppressive antibody therapy
18,3E0K30M,Infusion of immunosuppressive antibody therapy
18,3E0K70M,Infusion of immunosuppressive antibody therapy
18,3E0K80M,Infusion of immunosuppressive antibody therapy
18,3E0L30M,Infusion of immunosuppressive antibody therapy
18,3E0L70M,Infusion of immunosuppressive antibody therapy
18,3E0M30M,Infusion of immunosuppressive antibody therapy
18,3E0M70M,Infusion of immunosuppressive antibody therapy
18,3E0N30M,Infusion of immunosuppressive antibody therapy
18,3E0N70M,Infusion of immunosuppressive antibody therapy
18,3E0N80M,Infusion of immunosuppressive antibody therapy
18,3E0P30M,Infusion of immunosuppressive antibody therapy
18,3E0P70M,Infusion of immunosuppressive antibody therapy
18,3E0P80M,Infusion of immunosuppressive antibody therapy
18,3E0Q00M,Infusion of immunosuppressive antibody therapy
18,3E0Q30M,Infusion of immunosuppressive antibody therapy
18,3E0Q70M,Infusion of immunosuppressive antibody therapy
18,3E0R30M,Infusion of immunosuppressive antibody therapy
18,3E0S30M,Infusion of immunosuppressive antibody therapy
18,3E0U30M,Infusion of immunosuppressive antibody therapy
18,3E0V30M,Infusion of immunosuppressive antibody therapy
18,3E0W30M,Infusion of immunosuppressive antibody therapy
18,3E0Y30M,Infusion of immunosuppressive antibody therapy
18,3E0Y70M,Infusion of immunosuppressive antibody therapy
19,3E030GN,Disruption of blood brain barrier via infusion [BBBD]
19,3E033GN,Disruption of blood brain barrier via infusion [BBBD]
19,3E040GN,Disruption of blood brain barrier via infusion [BBBD]
19,3E043GN,Disruption of blood brain barrier via infusion [BBBD]
19,3E050GN,Disruption of blood brain barrier via infusion [BBBD]
19,3E053GN,Disruption of blood brain barrier via infusion [BBBD]
19,3E060GN,Disruption of blood brain barrier via infusion [BBBD]
19,3E063GN,Disruption of blood brain barrier via infusion [BBBD]
21,B343ZZ3,Intravascular imaging of extracranial cerebral vessels
21,B344ZZ3,Intravascular imaging of extracranial cerebral vessels
21,B345ZZ3,Intravascular imaging of extracranial cerebral vessels
21,B346ZZ3,Intravascular imaging of extracranial cerebral vessels
21,B347ZZ3,Intravascular imaging of extracranial cerebral vessels
21,B348ZZ3,Intravascular imaging of extracranial cerebral vessels
22,B24BZZ3,Intravascular imaging of intrathoracic vessels
22,B24CZZ3,Intravascular imaging of intrathoracic vessels
22,B340ZZ3,Intravascular imaging of intrathoracic vessels
22,B341ZZ3,Intravascular imaging of intrathoracic vessels
22,B342ZZ3,Intravascular imaging of intrathoracic vessels
22,B34SZZ3,Intravascular imaging of intrathoracic vessels
22,B34TZZ3,Intravascular imaging of intrathoracic vessels
22,B546ZZ3,Intravascular imaging of intrathoracic vessels
22,B547ZZ3,Intravascular imaging of intrathoracic vessels
22,B548ZZ3,Intravascular imaging of intrathoracic vessels
22,B549ZZ3,Intravascular imaging of intrathoracic vessels
23,B34HZZ3,Intravascular imaging of peripheral vessels
23,B34JZZ3,Intravascular imaging of peripheral vessels
23,B34KZZ3,Intravascular imaging of peripheral vessels
23,B44FZZ3,Intravascular imaging of peripheral vessels
23,B44GZZ3,Intravascular imaging of peripheral vessels
23,B44HZZ3,Intravascular imaging of peripheral vessels
23,B44LZZ3,Intravascular imaging of peripheral vessels
23,B54BZZ3,Intravascular imaging of peripheral vessels
23,B54CZZ3,Intravascular imaging of peripheral vessels
23,B54DZZ3,Intravascular imaging of peripheral vessels
23,B54MZZ3,Intravascular imaging of peripheral vessels
23,B54NZZ3,Intravascular imaging of peripheral vessels
23,B54PZZ3,Intravascular imaging of peripheral vessels
24,B240ZZ3,Intravascular imaging of coronary vessels
24,B241ZZ3,Intravascular imaging of coronary vessels
24,B244ZZ3,Intravascular imaging of coronary vessels
24,B245ZZ3,Intravascular imaging of coronary vessels
24,B246ZZ3,Intravascular imaging of coronary vessels
24,B24DZZ3,Intravascular imaging of coronary vessels
25,B446ZZ3,Intravascular imaging of renal vessels
25,B447ZZ3,Intravascular imaging of renal vessels
25,B448ZZ3,Intravascular imaging of renal vessels
25,B54JZZ3,Intravascular imaging of renal vessels
25,B54KZZ3,Intravascular imaging of renal vessels
25,B54LZZ3,Intravascular imaging of renal vessels
28,B34RZZ3,"Intravascular imaging, other specified vessel(s)"
28,B34VZZ3,"Intravascular imaging, other specified vessel(s)"
28,B440ZZ3,"Intravascular imaging, other specified vessel(s)"
28,B444ZZ3,"Intravascular imaging, other specified vessel(s)"
28,B445ZZ3,"Intravascular imaging, other specified vessel(s)"
28,B44BZZ3,"Intravascular imaging, other specified vessel(s)"
28,B44KZZ3,"Intravascular imaging, other specified vessel(s)"
28,B44NZZ3,"Intravascular imaging, other specified vessel(s)"
28,B543ZZ3,"Intravascular imaging, other specified vessel(s)"
28,B544ZZ3,"Intravascular imaging, other specified vessel(s)"
28,B54TZZ3,"Intravascular imaging, other specified vessel(s)"
29,B240ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B241ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B244ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B245ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B246ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B24BZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B24CZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B24DZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B340ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B341ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B342ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B343ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B344ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B345ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B346ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B347ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B348ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B34HZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B34JZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B34KZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B34RZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B34SZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B34TZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B34VZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B440ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B444ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B445ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B446ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B447ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B448ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B44BZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B44FZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B44GZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B44HZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B44KZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B44LZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B44NZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B543ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B544ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B546ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B547ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B548ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B549ZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54BZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54CZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54DZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54JZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54KZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54LZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54MZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54NZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54PZZ3,"Intravascular imaging, unspecified vessel(s)"
29,B54TZZ3,"Intravascular imaging, unspecified vessel(s)"
31,8E09XBG,Computer assisted surgery with CT/CTA
31,8E0WXBG,Computer assisted surgery with CT/CTA
31,8E0XXBG,Computer assisted surgery with CT/CTA
31,8E0YXBG,Computer assisted surgery with CT/CTA
31,01810ZZ,Computer assisted surgery with CT/CTA
31,01813ZZ,Computer assisted surgery with CT/CTA
31,01814ZZ,Computer assisted surgery with CT/CTA
31,01880ZZ,Computer assisted surgery with CT/CTA
31,01883ZZ,Computer assisted surgery with CT/CTA
31,01884ZZ,Computer assisted surgery with CT/CTA
31,018B0ZZ,Computer assisted surgery with CT/CTA
31,018B3ZZ,Computer assisted surgery with CT/CTA
31,018B4ZZ,Computer assisted surgery with CT/CTA
31,018R0ZZ,Computer assisted surgery with CT/CTA
31,018R3ZZ,Computer assisted surgery with CT/CTA
31,018R4ZZ,Computer assisted surgery with CT/CTA
32,8E09XBH,Computer assisted surgery with MR/MRA
32,8E0WXBH,Computer assisted surgery with MR/MRA
32,8E0XXBH,Computer assisted surgery with MR/MRA
32,8E0YXBH,Computer assisted surgery with MR/MRA
33,8E09XBF,Computer assisted surgery with fluoroscopy
33,8E0WXBF,Computer assisted surgery with fluoroscopy
33,8E0XXBF,Computer assisted surgery with fluoroscopy
33,8E0YXBF,Computer assisted surgery with fluoroscopy
34,8E09XBZ,Imageless computer assisted surgery
34,8E0WXBZ,Imageless computer assisted surgery
34,8E0XXBZ,Imageless computer assisted surgery
34,8E0YXBZ,Imageless computer assisted surgery
34,005T0ZZ,Imageless computer assisted surgery
34,005T3ZZ,Imageless computer assisted surgery
34,005T4ZZ,Imageless computer assisted surgery
34,005W0ZZ,Imageless computer assisted surgery
34,005W3ZZ,Imageless computer assisted surgery
34,005W4ZZ,Imageless computer assisted surgery
34,005X0ZZ,Imageless computer assisted surgery
34,005X3ZZ,Imageless computer assisted surgery
34,005X4ZZ,Imageless computer assisted surgery
34,005Y0ZZ,Imageless computer assisted surgery
34,005Y3ZZ,Imageless computer assisted surgery
34,005Y4ZZ,Imageless computer assisted surgery
34,00BT0ZZ,Imageless computer assisted surgery
34,00BT3ZZ,Imageless computer assisted surgery
34,00BT4ZZ,Imageless computer assisted surgery
34,00BW0ZZ,Imageless computer assisted surgery
34,00BW3ZZ,Imageless computer assisted surgery
34,00BW4ZZ,Imageless computer assisted surgery
34,00BX0ZZ,Imageless computer assisted surgery
34,00BX3ZZ,Imageless computer assisted surgery
34,00BX4ZZ,Imageless computer assisted surgery
34,00BY0ZZ,Imageless computer assisted surgery
34,00BY3ZZ,Imageless computer assisted surgery
34,00BY4ZZ,Imageless computer assisted surgery
35,8E09XBZ,Computer assisted surgery with multiple datasets
35,8E0WXBZ,Computer assisted surgery with multiple datasets
35,8E0XXBZ,Computer assisted surgery with multiple datasets
35,8E0YXBZ,Computer assisted surgery with multiple datasets
39,8E09XBZ,Other computer assisted surgery
39,8E0WXBZ,Other computer assisted surgery
39,8E0XXBZ,Other computer assisted surgery
39,8E0YXBZ,Other computer assisted surgery
40,NoPCS,Procedure on single vessel
41,NoPCS,Procedure on two vessels
42,NoPCS,Procedure on three vessels
42,005F0ZZ,Procedure on three vessels
42,005F3ZZ,Procedure on three vessels
42,005F4ZZ,Procedure on three vessels
42,005G0ZZ,Procedure on three vessels
42,005G3ZZ,Procedure on three vessels
42,005G4ZZ,Procedure on three vessels
42,005H0ZZ,Procedure on three vessels
42,005H3ZZ,Procedure on three vessels
42,005H4ZZ,Procedure on three vessels
42,005J0ZZ,Procedure on three vessels
42,005J3ZZ,Procedure on three vessels
42,005J4ZZ,Procedure on three vessels
42,005K0ZZ,Procedure on three vessels
42,005K3ZZ,Procedure on three vessels
42,005K4ZZ,Procedure on three vessels
42,005L0ZZ,Procedure on three vessels
42,005L3ZZ,Procedure on three vessels
42,005L4ZZ,Procedure on three vessels
42,005M0ZZ,Procedure on three vessels
42,005M3ZZ,Procedure on three vessels
42,005M4ZZ,Procedure on three vessels
42,005N0ZZ,Procedure on three vessels
42,005N3ZZ,Procedure on three vessels
42,005N4ZZ,Procedure on three vessels
42,005P0ZZ,Procedure on three vessels
42,005P3ZZ,Procedure on three vessels
42,005P4ZZ,Procedure on three vessels
42,005Q0ZZ,Procedure on three vessels
42,005Q3ZZ,Procedure on three vessels
42,005Q4ZZ,Procedure on three vessels
42,005R0ZZ,Procedure on three vessels
42,005R3ZZ,Procedure on three vessels
42,005R4ZZ,Procedure on three vessels
42,005S0ZZ,Procedure on three vessels
42,005S3ZZ,Procedure on three vessels
42,005S4ZZ,Procedure on three vessels
42,01500ZZ,Procedure on three vessels
42,01503ZZ,Procedure on three vessels
42,01504ZZ,Procedure on three vessels
42,01520ZZ,Procedure on three vessels
42,01523ZZ,Procedure on three vessels
42,01524ZZ,Procedure on three vessels
42,01530ZZ,Procedure on three vessels
42,01533ZZ,Procedure on three vessels
42,01534ZZ,Procedure on three vessels
42,01540ZZ,Procedure on three vessels
42,01543ZZ,Procedure on three vessels
42,01544ZZ,Procedure on three vessels
42,01550ZZ,Procedure on three vessels
42,01553ZZ,Procedure on three vessels
42,01554ZZ,Procedure on three vessels
42,01560ZZ,Procedure on three vessels
42,01563ZZ,Procedure on three vessels
42,01564ZZ,Procedure on three vessels
42,01590ZZ,Procedure on three vessels
42,01593ZZ,Procedure on three vessels
42,01594ZZ,Procedure on three vessels
42,015A0ZZ,Procedure on three vessels
42,015A3ZZ,Procedure on three vessels
42,015A4ZZ,Procedure on three vessels
42,015C0ZZ,Procedure on three vessels
42,015C3ZZ,Procedure on three vessels
42,015C4ZZ,Procedure on three vessels
42,015D0ZZ,Procedure on three vessels
42,015D3ZZ,Procedure on three vessels
42,015D4ZZ,Procedure on three vessels
42,015F0ZZ,Procedure on three vessels
42,015F3ZZ,Procedure on three vessels
42,015F4ZZ,Procedure on three vessels
42,015G0ZZ,Procedure on three vessels
42,015G3ZZ,Procedure on three vessels
42,015G4ZZ,Procedure on three vessels
42,015H0ZZ,Procedure on three vessels
42,015H3ZZ,Procedure on three vessels
42,015H4ZZ,Procedure on three vessels
42,015Q0ZZ,Procedure on three vessels
42,015Q3ZZ,Procedure on three vessels
42,015Q4ZZ,Procedure on three vessels
42,3E0T3TZ,Procedure on three vessels
42,3E0X3TZ,Procedure on three vessels
43,NoPCS,Procedure on four or more vessels
43,00QF0ZZ,Procedure on four or more vessels
43,00QF3ZZ,Procedure on four or more vessels
43,00QF4ZZ,Procedure on four or more vessels
43,00QG0ZZ,Procedure on four or more vessels
43,00QG3ZZ,Procedure on four or more vessels
43,00QG4ZZ,Procedure on four or more vessels
43,00QH0ZZ,Procedure on four or more vessels
43,00QH3ZZ,Procedure on four or more vessels
43,00QH4ZZ,Procedure on four or more vessels
43,00QJ0ZZ,Procedure on four or more vessels
43,00QJ3ZZ,Procedure on four or more vessels
43,00QJ4ZZ,Procedure on four or more vessels
43,00QK0ZZ,Procedure on four or more vessels
43,00QK3ZZ,Procedure on four or more vessels
43,00QK4ZZ,Procedure on four or more vessels
43,00QL0ZZ,Procedure on four or more vessels
43,00QL3ZZ,Procedure on four or more vessels
43,00QL4ZZ,Procedure on four or more vessels
43,00QM0ZZ,Procedure on four or more vessels
43,00QM3ZZ,Procedure on four or more vessels
43,00QM4ZZ,Procedure on four or more vessels
43,00QN0ZZ,Procedure on four or more vessels
43,00QN3ZZ,Procedure on four or more vessels
43,00QN4ZZ,Procedure on four or more vessels
43,00QP0ZZ,Procedure on four or more vessels
43,00QP3ZZ,Procedure on four or more vessels
43,00QP4ZZ,Procedure on four or more vessels
43,00QQ0ZZ,Procedure on four or more vessels
43,00QQ3ZZ,Procedure on four or more vessels
43,00QQ4ZZ,Procedure on four or more vessels
43,00QR0ZZ,Procedure on four or more vessels
43,00QR3ZZ,Procedure on four or more vessels
43,00QR4ZZ,Procedure on four or more vessels
43,00QS0ZZ,Procedure on four or more vessels
43,00QS3ZZ,Procedure on four or more vessels
43,00QS4ZZ,Procedure on four or more vessels
43,01Q00ZZ,Procedure on four or more vessels
43,01Q03ZZ,Procedure on four or more vessels
43,01Q04ZZ,Procedure on four or more vessels
43,01Q10ZZ,Procedure on four or more vessels
43,01Q13ZZ,Procedure on four or more vessels
43,01Q14ZZ,Procedure on four or more vessels
43,01Q20ZZ,Procedure on four or more vessels
43,01Q23ZZ,Procedure on four or more vessels
43,01Q24ZZ,Procedure on four or more vessels
43,01Q30ZZ,Procedure on four or more vessels
43,01Q33ZZ,Procedure on four or more vessels
43,01Q34ZZ,Procedure on four or more vessels
43,01Q40ZZ,Procedure on four or more vessels
43,01Q43ZZ,Procedure on four or more vessels
43,01Q44ZZ,Procedure on four or more vessels
43,01Q50ZZ,Procedure on four or more vessels
43,01Q53ZZ,Procedure on four or more vessels
43,01Q54ZZ,Procedure on four or more vessels
43,01Q60ZZ,Procedure on four or more vessels
