icd9,icd10,description
4591,0D194Z9,Small-to-small intestinal anastomosis
4591,0D194ZA,Small-to-small intestinal anastomosis
4591,0D194ZB,Small-to-small intestinal anastomosis
4591,0D198Z9,Small-to-small intestinal anastomosis
4591,0D198ZA,Small-to-small intestinal anastomosis
4591,0D198ZB,Small-to-small intestinal anastomosis
4591,0D1A0ZA,Small-to-small intestinal anastomosis
4591,0D1A0ZB,Small-to-small intestinal anastomosis
4591,0D1A4ZA,Small-to-small intestinal anastomosis
4591,0D1A4ZB,Small-to-small intestinal anastomosis
4591,0D1A8ZA,Small-to-small intestinal anastomosis
4591,0D1A8ZB,Small-to-small intestinal anastomosis
4591,0D1A8ZH,Small-to-small intestinal anastomosis
4591,0D1B0ZB,Small-to-small intestinal anastomosis
4591,0D1B4ZB,Small-to-small intestinal anastomosis
4591,0D1B8ZB,Small-to-small intestinal anastomosis
4591,0D1B8ZH,Small-to-small intestinal anastomosis
4592,0D1A0ZP,Anastomosis of small intestine to rectal stump
4592,0D1A4ZP,Anastomosis of small intestine to rectal stump
4592,0D1A8ZP,Anastomosis of small intestine to rectal stump
4592,0D1B0ZP,Anastomosis of small intestine to rectal stump
4592,0D1B4ZP,Anastomosis of small intestine to rectal stump
4592,0D1B8ZP,Anastomosis of small intestine to rectal stump
4592,0D1H8ZP,Anastomosis of small intestine to rectal stump
4593,0D190ZL,Other small-to-large intestinal anastomosis
4593,0D194ZL,Other small-to-large intestinal anastomosis
4593,0D198ZL,Other small-to-large intestinal anastomosis
4593,0D1A0ZH,Other small-to-large intestinal anastomosis
4593,0D1A0ZK,Other small-to-large intestinal anastomosis
4593,0D1A0ZL,Other small-to-large intestinal anastomosis
4593,0D1A0ZM,Other small-to-large intestinal anastomosis
4593,0D1A0ZN,Other small-to-large intestinal anastomosis
4593,0D1A4ZH,Other small-to-large intestinal anastomosis
4593,0D1A4ZK,Other small-to-large intestinal anastomosis
4593,0D1A4ZL,Other small-to-large intestinal anastomosis
4593,0D1A4ZM,Other small-to-large intestinal anastomosis
4593,0D1A4ZN,Other small-to-large intestinal anastomosis
4593,0D1A8ZK,Other small-to-large intestinal anastomosis
4593,0D1A8ZL,Other small-to-large intestinal anastomosis
4593,0D1A8ZM,Other small-to-large intestinal anastomosis
4593,0D1A8ZN,Other small-to-large intestinal anastomosis
4593,0D1B0ZH,Other small-to-large intestinal anastomosis
4593,0D1B0ZK,Other small-to-large intestinal anastomosis
4593,0D1B0ZL,Other small-to-large intestinal anastomosis
4593,0D1B0ZM,Other small-to-large intestinal anastomosis
4593,0D1B0ZN,Other small-to-large intestinal anastomosis
4593,0D1B4ZH,Other small-to-large intestinal anastomosis
4593,0D1B4ZK,Other small-to-large intestinal anastomosis
4593,0D1B4ZL,Other small-to-large intestinal anastomosis
4593,0D1B4ZM,Other small-to-large intestinal anastomosis
4593,0D1B4ZN,Other small-to-large intestinal anastomosis
4593,0D1B8ZK,Other small-to-large intestinal anastomosis
4593,0D1B8ZL,Other small-to-large intestinal anastomosis
4593,0D1B8ZM,Other small-to-large intestinal anastomosis
4593,0D1B8ZN,Other small-to-large intestinal anastomosis
4594,0D1H0ZH,Large-to-large intestinal anastomosis
4594,0D1H0ZK,Large-to-large intestinal anastomosis
4594,0D1H0ZL,Large-to-large intestinal anastomosis
4594,0D1H0ZM,Large-to-large intestinal anastomosis
4594,0D1H0ZN,Large-to-large intestinal anastomosis
4594,0D1H0ZP,Large-to-large intestinal anastomosis
4594,0D1H4ZH,Large-to-large intestinal anastomosis
4594,0D1H4ZK,Large-to-large intestinal anastomosis
4594,0D1H4ZL,Large-to-large intestinal anastomosis
4594,0D1H4ZM,Large-to-large intestinal anastomosis
4594,0D1H4ZN,Large-to-large intestinal anastomosis
4594,0D1H4ZP,Large-to-large intestinal anastomosis
4594,0D1H8ZH,Large-to-large intestinal anastomosis
4594,0D1H8ZK,Large-to-large intestinal anastomosis
4594,0D1H8ZL,Large-to-large intestinal anastomosis
4594,0D1H8ZM,Large-to-large intestinal anastomosis
4594,0D1H8ZN,Large-to-large intestinal anastomosis
4594,0D1K0ZK,Large-to-large intestinal anastomosis
4594,0D1K0ZL,Large-to-large intestinal anastomosis
4594,0D1K0ZM,Large-to-large intestinal anastomosis
4594,0D1K0ZN,Large-to-large intestinal anastomosis
4594,0D1K0ZP,Large-to-large intestinal anastomosis
4594,0D1K4ZK,Large-to-large intestinal anastomosis
4594,0D1K4ZL,Large-to-large intestinal anastomosis
4594,0D1K4ZM,Large-to-large intestinal anastomosis
4594,0D1K4ZN,Large-to-large intestinal anastomosis
4594,0D1K4ZP,Large-to-large intestinal anastomosis
4594,0D1K8ZK,Large-to-large intestinal anastomosis
4594,0D1K8ZL,Large-to-large intestinal anastomosis
4594,0D1K8ZM,Large-to-large intestinal anastomosis
4594,0D1K8ZN,Large-to-large intestinal anastomosis
4594,0D1K8ZP,Large-to-large intestinal anastomosis
4594,0D1L0ZL,Large-to-large intestinal anastomosis
4594,0D1L0ZM,Large-to-large intestinal anastomosis
4594,0D1L0ZN,Large-to-large intestinal anastomosis
4594,0D1L0ZP,Large-to-large intestinal anastomosis
4594,0D1L4ZL,Large-to-large intestinal anastomosis
4594,0D1L4ZM,Large-to-large intestinal anastomosis
4594,0D1L4ZN,Large-to-large intestinal anastomosis
4594,0D1L4ZP,Large-to-large intestinal anastomosis
4594,0D1L8ZL,Large-to-large intestinal anastomosis
4594,0D1L8ZM,Large-to-large intestinal anastomosis
4594,0D1L8ZN,Large-to-large intestinal anastomosis
4594,0D1L8ZP,Large-to-large intestinal anastomosis
4594,0D1M0ZM,Large-to-large intestinal anastomosis
4594,0D1M0ZN,Large-to-large intestinal anastomosis
4594,0D1M0ZP,Large-to-large intestinal anastomosis
4594,0D1M4ZM,Large-to-large intestinal anastomosis
4594,0D1M4ZN,Large-to-large intestinal anastomosis
4594,0D1M4ZP,Large-to-large intestinal anastomosis
4594,0D1M8ZM,Large-to-large intestinal anastomosis
4594,0D1M8ZN,Large-to-large intestinal anastomosis
4594,0D1M8ZP,Large-to-large intestinal anastomosis
4594,0D1N0ZN,Large-to-large intestinal anastomosis
4594,0D1N0ZP,Large-to-large intestinal anastomosis
4594,0D1N4ZN,Large-to-large intestinal anastomosis
4594,0D1N4ZP,Large-to-large intestinal anastomosis
4594,0D1N8ZN,Large-to-large intestinal anastomosis
4594,0D1N8ZP,Large-to-large intestinal anastomosis
4595,0D1B0ZQ,Anastomosis to anus
4595,0D1B4ZQ,Anastomosis to anus
4595,0D1B8ZQ,Anastomosis to anus
4601,0D190Z4,Exteriorization of small intestine
4601,0D194Z4,Exteriorization of small intestine
4601,0D198Z4,Exteriorization of small intestine
4601,0D1A0Z4,Exteriorization of small intestine
4601,0D1A4Z4,Exteriorization of small intestine
4601,0D1A8Z4,Exteriorization of small intestine
4601,0D1B8Z4,Exteriorization of small intestine
4602,0DB87ZZ,Resection of exteriorized segment of small intestine
4602,0DB97ZZ,Resection of exteriorized segment of small intestine
4602,0DBA7ZZ,Resection of exteriorized segment of small intestine
4602,0DBB7ZZ,Resection of exteriorized segment of small intestine
4603,0D1K0Z4,Exteriorization of large intestine
4603,0D1K4Z4,Exteriorization of large intestine
4603,0D1K8Z4,Exteriorization of large intestine
4603,0D1L0Z4,Exteriorization of large intestine
4603,0D1L4Z4,Exteriorization of large intestine
4603,0D1L8Z4,Exteriorization of large intestine
4603,0D1N0Z4,Exteriorization of large intestine
4603,0D1N4Z4,Exteriorization of large intestine
4604,0DBE0ZZ,Resection of exteriorized segment of large intestine
4604,0DBF0ZZ,Resection of exteriorized segment of large intestine
4604,0DBG0ZZ,Resection of exteriorized segment of large intestine
4604,0DBK0ZZ,Resection of exteriorized segment of large intestine
4604,0DBL0ZZ,Resection of exteriorized segment of large intestine
4604,0DBM0ZZ,Resection of exteriorized segment of large intestine
4604,0DBN0ZZ,Resection of exteriorized segment of large intestine
4610,0D1H0Z4,"Colostomy, not otherwise specified"
4610,0D1H4Z4,"Colostomy, not otherwise specified"
4610,0D1H8Z4,"Colostomy, not otherwise specified"
4610,0D1K0Z4,"Colostomy, not otherwise specified"
4610,0D1K4Z4,"Colostomy, not otherwise specified"
4610,0D1K8Z4,"Colostomy, not otherwise specified"
4610,0D1L0Z4,"Colostomy, not otherwise specified"
4610,0D1L4Z4,"Colostomy, not otherwise specified"
4610,0D1L8Z4,"Colostomy, not otherwise specified"
4610,0D1N0Z4,"Colostomy, not otherwise specified"
4610,0D1N4Z4,"Colostomy, not otherwise specified"
4610,0D1N8Z4,"Colostomy, not otherwise specified"
4611,0D1H0Z4,Temporary colostomy
4611,0D1H4Z4,Temporary colostomy
4611,0D1H8Z4,Temporary colostomy
4611,0D1K0Z4,Temporary colostomy
4611,0D1K4Z4,Temporary colostomy
4611,0D1K8Z4,Temporary colostomy
4611,0D1L0Z4,Temporary colostomy
4611,0D1L4Z4,Temporary colostomy
4611,0D1L8Z4,Temporary colostomy
4611,0D1N0Z4,Temporary colostomy
4611,0D1N4Z4,Temporary colostomy
4611,0D1N8Z4,Temporary colostomy
4613,0D1H0Z4,Permanent colostomy
4613,0D1H4Z4,Permanent colostomy
4613,0D1H8Z4,Permanent colostomy
4613,0D1K0Z4,Permanent colostomy
4613,0D1K4Z4,Permanent colostomy
4613,0D1K8Z4,Permanent colostomy
4613,0D1L0Z4,Permanent colostomy
4613,0D1L4Z4,Permanent colostomy
4613,0D1L8Z4,Permanent colostomy
4613,0D1N0Z4,Permanent colostomy
4613,0D1N4Z4,Permanent colostomy
4613,0D1N8Z4,Permanent colostomy
4614,0H87XZZ,Delayed opening of colostomy
4620,0D1B0Z4,"Ileostomy, not otherwise specified"
4620,0D1B4Z4,"Ileostomy, not otherwise specified"
4620,0D1B8Z4,"Ileostomy, not otherwise specified"
4621,0D1B0Z4,Temporary ileostomy
4621,0D1B4Z4,Temporary ileostomy
4621,0D1B8Z4,Temporary ileostomy
4622,0D1B0Z4,Continent ileostomy
4622,0D1B4Z4,Continent ileostomy
4622,0D1B8Z4,Continent ileostomy
4623,0D1B0Z4,Other permanent ileostomy
4623,0D1B4Z4,Other permanent ileostomy
4623,0D1B8Z4,Other permanent ileostomy
4624,0H87XZZ,Delayed opening of ileostomy
4631,0H87XZZ,Delayed opening of other enterostomy
4632,0DHA3UZ,Percutaneous (endoscopic) jejunostomy [PEJ]
4632,0DHA4UZ,Percutaneous (endoscopic) jejunostomy [PEJ]
4632,0DHA8UZ,Percutaneous (endoscopic) jejunostomy [PEJ]
4639,0DH80UZ,Other enterostomy
4639,0DH83UZ,Other enterostomy
4639,0DH84UZ,Other enterostomy
4639,0DH87UZ,Other enterostomy
4639,0DH88UZ,Other enterostomy
4639,0DH90UZ,Other enterostomy
4639,0DH93UZ,Other enterostomy
4639,0DH94UZ,Other enterostomy
4639,0DH97UZ,Other enterostomy
4639,0DH98UZ,Other enterostomy
4639,0DHA0UZ,Other enterostomy
4639,0DHA7UZ,Other enterostomy
4640,0WBFXZ2,"Revision of intestinal stoma, not otherwise specified"
4640,0WQFXZ2,"Revision of intestinal stoma, not otherwise specified"
4641,0WBFXZ2,Revision of stoma of small intestine
4641,0WQFXZ2,Revision of stoma of small intestine
4642,0WQFXZ2,Repair of pericolostomy hernia
4643,0WBFXZ2,Other revision of stoma of large intestine
4643,0WQFXZ2,Other revision of stoma of large intestine
4650,0DQ80ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQ90ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQA0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQB0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQE0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQF0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQG0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQH0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQK0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQL0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQM0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0DQN0ZZ,"Closure of intestinal stoma, not otherwise specified"
4650,0WQFXZ2,"Closure of intestinal stoma, not otherwise specified"
4651,0DQ80ZZ,Closure of stoma of small intestine
4651,0DQ90ZZ,Closure of stoma of small intestine
4651,0DQA0ZZ,Closure of stoma of small intestine
4651,0DQB0ZZ,Closure of stoma of small intestine
4651,0WQFXZ2,Closure of stoma of small intestine
4652,0DQE0ZZ,Closure of stoma of large intestine
4652,0DQH0ZZ,Closure of stoma of large intestine
4652,0DQN0ZZ,Closure of stoma of large intestine
4652,0WQFXZ2,Closure of stoma of large intestine
4660,0DS80ZZ,"Fixation of intestine, not otherwise specified"
4660,0DS84ZZ,"Fixation of intestine, not otherwise specified"
4660,0DS87ZZ,"Fixation of intestine, not otherwise specified"
4660,0DS88ZZ,"Fixation of intestine, not otherwise specified"
4660,0DS90ZZ,"Fixation of intestine, not otherwise specified"
4660,0DS94ZZ,"Fixation of intestine, not otherwise specified"
4660,0DS97ZZ,"Fixation of intestine, not otherwise specified"
4660,0DS98ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSA0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSA4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSA7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSA8ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSB0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSB4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSB7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSB8ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSE0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSE4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSE7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSE8ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSH0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSH4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSH7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSH8ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSK0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSK4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSK7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSK8ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSL0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSL4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSL7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSL8ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSM0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSM4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSM7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSM8ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSN0ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSN4ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSN7ZZ,"Fixation of intestine, not otherwise specified"
4660,0DSN8ZZ,"Fixation of intestine, not otherwise specified"
4661,0DS80ZZ,Fixation of small intestine to abdominal wall
4661,0DS84ZZ,Fixation of small intestine to abdominal wall
4661,0DS87ZZ,Fixation of small intestine to abdominal wall
4661,0DS88ZZ,Fixation of small intestine to abdominal wall
4661,0DSB0ZZ,Fixation of small intestine to abdominal wall
4661,0DSB4ZZ,Fixation of small intestine to abdominal wall
4661,0DSB7ZZ,Fixation of small intestine to abdominal wall
4661,0DSB8ZZ,Fixation of small intestine to abdominal wall
4662,0DS80ZZ,Other fixation of small intestine
4662,0DS84ZZ,Other fixation of small intestine
4662,0DS87ZZ,Other fixation of small intestine
4662,0DS88ZZ,Other fixation of small intestine
4662,0DS90ZZ,Other fixation of small intestine
4662,0DS94ZZ,Other fixation of small intestine
4662,0DS97ZZ,Other fixation of small intestine
4662,0DS98ZZ,Other fixation of small intestine
4662,0DSA0ZZ,Other fixation of small intestine
4662,0DSA4ZZ,Other fixation of small intestine
4662,0DSA7ZZ,Other fixation of small intestine
4662,0DSA8ZZ,Other fixation of small intestine
4662,0DSB0ZZ,Other fixation of small intestine
4662,0DSB4ZZ,Other fixation of small intestine
4662,0DSB7ZZ,Other fixation of small intestine
4662,0DSB8ZZ,Other fixation of small intestine
4663,0DSH0ZZ,Fixation of large intestine to abdominal wall
4663,0DSH4ZZ,Fixation of large intestine to abdominal wall
4663,0DSH7ZZ,Fixation of large intestine to abdominal wall
4663,0DSH8ZZ,Fixation of large intestine to abdominal wall
4663,0DSN0ZZ,Fixation of large intestine to abdominal wall
4663,0DSN4ZZ,Fixation of large intestine to abdominal wall
4663,0DSN7ZZ,Fixation of large intestine to abdominal wall
4663,0DSN8ZZ,Fixation of large intestine to abdominal wall
4664,0DSE0ZZ,Other fixation of large intestine
4664,0DSE4ZZ,Other fixation of large intestine
4664,0DSE7ZZ,Other fixation of large intestine
4664,0DSE8ZZ,Other fixation of large intestine
4664,0DSH0ZZ,Other fixation of large intestine
4664,0DSH4ZZ,Other fixation of large intestine
4664,0DSH7ZZ,Other fixation of large intestine
4664,0DSH8ZZ,Other fixation of large intestine
4664,0DSK0ZZ,Other fixation of large intestine
4664,0DSK4ZZ,Other fixation of large intestine
4664,0DSK7ZZ,Other fixation of large intestine
4664,0DSK8ZZ,Other fixation of large intestine
4664,0DSL0ZZ,Other fixation of large intestine
4664,0DSL4ZZ,Other fixation of large intestine
4664,0DSL7ZZ,Other fixation of large intestine
4664,0DSL8ZZ,Other fixation of large intestine
4664,0DSM0ZZ,Other fixation of large intestine
4664,0DSM4ZZ,Other fixation of large intestine
4664,0DSM7ZZ,Other fixation of large intestine
4664,0DSM8ZZ,Other fixation of large intestine
4664,0DSN0ZZ,Other fixation of large intestine
4664,0DSN4ZZ,Other fixation of large intestine
4664,0DSN7ZZ,Other fixation of large intestine
4664,0DSN8ZZ,Other fixation of large intestine
4671,0DQ90ZZ,Suture of laceration of duodenum
4671,0DQ93ZZ,Suture of laceration of duodenum
4671,0DQ94ZZ,Suture of laceration of duodenum
4671,0DQ97ZZ,Suture of laceration of duodenum
4671,0DQ98ZZ,Suture of laceration of duodenum
4672,0DQ90ZZ,Closure of fistula of duodenum
4672,0DQ93ZZ,Closure of fistula of duodenum
4672,0DQ94ZZ,Closure of fistula of duodenum
4672,0DQ97ZZ,Closure of fistula of duodenum
4672,0DQ98ZZ,Closure of fistula of duodenum
4673,0DQ80ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQ83ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQ84ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQ87ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQ88ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQA0ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQA3ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQA4ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQA7ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQA8ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQB0ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQB3ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQB4ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQB7ZZ,"Suture of laceration of small intestine, except duodenum"
4673,0DQB8ZZ,"Suture of laceration of small intestine, except duodenum"
4674,0DQ80ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ80ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ83ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ83ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ84ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ84ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ87ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ87ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ88ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQ88ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQA0ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQA3ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQA4ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQA7ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQA8ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB0ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB0ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB3ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB3ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB4ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB4ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB7ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB7ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB8ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQB8ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQE0ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQE3ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQE4ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQE7ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQE8ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQN0ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQN3ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQN4ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQN7ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQN8ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQP0ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQP3ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQP4ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQP7ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0DQP8ZZ,"Closure of fistula of small intestine, except duodenum"
4674,0HQ6XZZ,"Closure of fistula of small intestine, except duodenum"
4674,0HQ7XZZ,"Closure of fistula of small intestine, except duodenum"
4675,0DQE0ZZ,Suture of laceration of large intestine
4675,0DQE3ZZ,Suture of laceration of large intestine
4675,0DQE4ZZ,Suture of laceration of large intestine
4675,0DQE7ZZ,Suture of laceration of large intestine
4675,0DQE8ZZ,Suture of laceration of large intestine
4675,0DQH0ZZ,Suture of laceration of large intestine
4675,0DQH3ZZ,Suture of laceration of large intestine
4675,0DQH4ZZ,Suture of laceration of large intestine
4675,0DQH7ZZ,Suture of laceration of large intestine
4675,0DQH8ZZ,Suture of laceration of large intestine
4675,0DQK0ZZ,Suture of laceration of large intestine
4675,0DQK3ZZ,Suture of laceration of large intestine
4675,0DQK4ZZ,Suture of laceration of large intestine
4675,0DQK7ZZ,Suture of laceration of large intestine
4675,0DQK8ZZ,Suture of laceration of large intestine
4675,0DQN0ZZ,Suture of laceration of large intestine
4675,0DQN3ZZ,Suture of laceration of large intestine
4675,0DQN4ZZ,Suture of laceration of large intestine
4675,0DQN7ZZ,Suture of laceration of large intestine
4675,0DQN8ZZ,Suture of laceration of large intestine
4676,0DQE0ZZ,Closure of fistula of large intestine
4676,0DQE3ZZ,Closure of fistula of large intestine
4676,0DQE4ZZ,Closure of fistula of large intestine
4676,0DQE7ZZ,Closure of fistula of large intestine
4676,0DQE8ZZ,Closure of fistula of large intestine
4676,0DQH0ZZ,Closure of fistula of large intestine
4676,0DQH3ZZ,Closure of fistula of large intestine
4676,0DQH4ZZ,Closure of fistula of large intestine
4676,0DQH7ZZ,Closure of fistula of large intestine
4676,0DQH8ZZ,Closure of fistula of large intestine
4676,0DQN0ZZ,Closure of fistula of large intestine
4676,0DQN0ZZ,Closure of fistula of large intestine
4676,0DQN3ZZ,Closure of fistula of large intestine
4676,0DQN3ZZ,Closure of fistula of large intestine
4676,0DQN4ZZ,Closure of fistula of large intestine
4676,0DQN4ZZ,Closure of fistula of large intestine
4676,0DQN7ZZ,Closure of fistula of large intestine
4676,0DQN7ZZ,Closure of fistula of large intestine
4676,0DQN8ZZ,Closure of fistula of large intestine
4676,0DQN8ZZ,Closure of fistula of large intestine
4676,0HQ9XZZ,Closure of fistula of large intestine
4679,0DQ90ZZ,Other repair of intestine
4679,0DQ93ZZ,Other repair of intestine
4679,0DQ94ZZ,Other repair of intestine
4679,0DQ97ZZ,Other repair of intestine
4679,0DQ98ZZ,Other repair of intestine
4679,0DQE0ZZ,Other repair of intestine
4679,0DQE3ZZ,Other repair of intestine
4679,0DQE4ZZ,Other repair of intestine
4679,0DQE7ZZ,Other repair of intestine
4679,0DQE8ZZ,Other repair of intestine
4680,0DS80ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DS84ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DS87ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DS88ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DS90ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DS94ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DS97ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DS98ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSA0ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSA4ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSA7ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSA8ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSB0ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSB4ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSB7ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSB8ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSE0ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSE4ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSE7ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSE8ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSH0ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSH4ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSH7ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSH8ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSK0ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSK4ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSK7ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSK8ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSL0ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSL4ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSL7ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSL8ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSM0ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSM4ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
4680,0DSM7ZZ,"Intra-abdominal manipulation of intestine, not otherwise specified"
