icd9,icd10,description
8301,0LCS0ZZ,"h Extirpation of Matter from Right Ankle Tendon, Open Approach"
8301,0LCS3ZZ,"h Extirpation of Matter from Right Ankle Tendon, Percutaneous Approach"
8301,0LCS4ZZ,"Extirpation of Matter from Right Ankle Tendon, Percutaneous Endoscopic Approach"
8301,0LCT0ZZ,"Extirpation of Matter from Left Ankle Tendon, Open Approach"
8301,0LCT3ZZ,"Extirpation of Matter from Left Ankle Tendon, Percutaneous Approach"
8301,0LCT4ZZ,"Extirpation of Matter from Left Ankle Tendon, Percutaneous Endoscopic Approach"
8301,0LCV0ZZ,"Extirpation of Matter from Right Foot Tendon, Open Approach"
8301,0LCV3ZZ,"Extirpation of Matter from Right Foot Tendon, Percutaneous Approach"
8301,0LCV4ZZ,"h Extirpation of Matter from Right Foot Tendon, Percutaneous Endoscopic Approach"
8301,0LCW0ZZ,"Extirpation of Matter from Left Foot Tendon, Open Approach"
8301,0LCW3ZZ,"Extirpation of Matter from Left Foot Tendon, Percutaneous Approach"
8301,0LCW4ZZ,"h Extirpation of Matter from Left Foot Tendon, Percutaneous Endoscopic Approach"
8301,0LJX0ZZ,"Inspection of Upper Tendon, Open Approach"
8301,0LJY0ZZ,"Inspection of Lower Tendon, Open Approach"
8302,0K9000Z,"Drainage of Head Muscle with Drainage Device, Open Approach"
8302,0K900ZZ,"Drainage of Head Muscle, Open Approach"
8302,0K9040Z,"Drainage of Head Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K904ZZ,"Drainage of Head Muscle, Percutaneous Endoscopic Approach"
8302,0K9100Z,"Drainage of Facial Muscle with Drainage Device, Open Approach"
8302,0K910ZZ,"Drainage of Facial Muscle, Open Approach"
8302,0K9140Z,"h Drainage of Facial Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K914ZZ,"Drainage of Facial Muscle, Percutaneous Endoscopic Approach"
8302,0K9200Z,"Drainage of Right Neck Muscle with Drainage Device, Open Approach"
8302,0K920ZZ,"Drainage of Right Neck Muscle, Open Approach"
8302,0K9240Z,"h Drainage of Right Neck Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K924ZZ,"Drainage of Right Neck Muscle, Percutaneous Endoscopic Approach"
8302,0K9300Z,"Drainage of Left Neck Muscle with Drainage Device, Open Approach"
8302,0K930ZZ,"Drainage of Left Neck Muscle, Open Approach"
8302,0K9340Z,"h Drainage of Left Neck Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K934ZZ,"Drainage of Left Neck Muscle, Percutaneous Endoscopic Approach"
8302,0K9400Z,"Drainage of Tongue, Palate, Pharynx Muscle with Drainage Device, Open Approach"
8302,0K940ZZ,"Drainage of Tongue, Palate, Pharynx Muscle, Open Approach"
8302,0K9440Z,"Drainage of Tongue, Palate, Pharynx Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K944ZZ,"Drainage of Tongue, Palate, Pharynx Muscle, Percutaneous Endoscopic Approach"
8302,0K9500Z,"Drainage of Right Shoulder Muscle with Drainage Device, Open Approach"
8302,0K950ZZ,"Drainage of Right Shoulder Muscle, Open Approach"
8302,0K9540Z,"Drainage of Right Shoulder Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K954ZZ,"Drainage of Right Shoulder Muscle, Percutaneous Endoscopic Approach"
8302,0K9600Z,"Drainage of Left Shoulder Muscle with Drainage Device, Open Approach"
8302,0K960ZZ,"Drainage of Left Shoulder Muscle, Open Approach"
8302,0K9640Z,"Drainage of Left Shoulder Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K964ZZ,"Drainage of Left Shoulder Muscle, Percutaneous Endoscopic Approach"
8302,0K9700Z,"Drainage of Right Upper Arm Muscle with Drainage Device, Open Approach"
8302,0K970ZZ,"Drainage of Right Upper Arm Muscle, Open Approach"
8302,0K9740Z,"Drainage of Right Upper Arm Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K974ZZ,"Drainage of Right Upper Arm Muscle, Percutaneous Endoscopic Approach"
8302,0K9800Z,"Drainage of Left Upper Arm Muscle with Drainage Device, Open Approach"
8302,0K980ZZ,"Drainage of Left Upper Arm Muscle, Open Approach"
8302,0K9840Z,"Drainage of Left Upper Arm Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K984ZZ,"Drainage of Left Upper Arm Muscle, Percutaneous Endoscopic Approach"
8302,0K9900Z,"Drainage of Right Lower Arm and Wrist Muscle with Drainage Device, Open Approach"
8302,0K990ZZ,"Drainage of Right Lower Arm and Wrist Muscle, Open Approach"
8302,0K9940Z,"Drainage of Right Lower Arm and Wrist Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K994ZZ,"Drainage of Right Lower Arm and Wrist Muscle, Percutaneous Endoscopic Approach"
8302,0K9B00Z,"Drainage of Left Lower Arm and Wrist Muscle with Drainage Device, Open Approach"
8302,0K9B0ZZ,"Drainage of Left Lower Arm and Wrist Muscle, Open Approach"
8302,0K9B40Z,"Drainage of Left Lower Arm and Wrist Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9B4ZZ,"Drainage of Left Lower Arm and Wrist Muscle, Percutaneous Endoscopic Approach"
8302,0K9F00Z,"h Drainage of Right Trunk Muscle with Drainage Device, Open Approach"
8302,0K9F0ZZ,"Drainage of Right Trunk Muscle, Open Approach"
8302,0K9F40Z,"Drainage of Right Trunk Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9F4ZZ,"Drainage of Right Trunk Muscle, Percutaneous Endoscopic Approach"
8302,0K9G00Z,"Drainage of Left Trunk Muscle with Drainage Device, Open Approach"
8302,0K9G0ZZ,"Drainage of Left Trunk Muscle, Open Approach"
8302,0K9G40Z,"Drainage of Left Trunk Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9G4ZZ,"Drainage of Left Trunk Muscle, Percutaneous Endoscopic Approach"
8302,0K9H00Z,"Drainage of Right Thorax Muscle with Drainage Device, Open Approach"
8302,0K9H0ZZ,"Drainage of Right Thorax Muscle, Open Approach"
8302,0K9H40Z,"Drainage of Right Thorax Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9H4ZZ,"Drainage of Right Thorax Muscle, Percutaneous Endoscopic Approach"
8302,0K9J00Z,"h Drainage of Left Thorax Muscle with Drainage Device, Open Approach"
8302,0K9J0ZZ,"Drainage of Left Thorax Muscle, Open Approach"
8302,0K9J40Z,"Drainage of Left Thorax Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9J4ZZ,"Drainage of Left Thorax Muscle, Percutaneous Endoscopic Approach"
8302,0K9K00Z,"Drainage of Right Abdomen Muscle with Drainage Device, Open Approach"
8302,0K9K0ZZ,"Drainage of Right Abdomen Muscle, Open Approach"
8302,0K9K40Z,"Drainage of Right Abdomen Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9K4ZZ,"Drainage of Right Abdomen Muscle, Percutaneous Endoscopic Approach"
8302,0K9L00Z,"Drainage of Left Abdomen Muscle with Drainage Device, Open Approach"
8302,0K9L0ZZ,"Drainage of Left Abdomen Muscle, Open Approach"
8302,0K9L40Z,"Drainage of Left Abdomen Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9L4ZZ,"Drainage of Left Abdomen Muscle, Percutaneous Endoscopic Approach"
8302,0K9M00Z,"Drainage of Perineum Muscle with Drainage Device, Open Approach"
8302,0K9M0ZZ,"Drainage of Perineum Muscle, Open Approach"
8302,0K9M40Z,"Drainage of Perineum Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9M4ZZ,"Drainage of Perineum Muscle, Percutaneous Endoscopic Approach"
8302,0K9N00Z,"Drainage of Right Hip Muscle with Drainage Device, Open Approach"
8302,0K9N0ZZ,"Drainage of Right Hip Muscle, Open Approach"
8302,0K9N40Z,"Drainage of Right Hip Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9N4ZZ,"Drainage of Right Hip Muscle, Percutaneous Endoscopic Approach"
8302,0K9P00Z,"Drainage of Left Hip Muscle with Drainage Device, Open Approach"
8302,0K9P0ZZ,"Drainage of Left Hip Muscle, Open Approach"
8302,0K9P40Z,"Drainage of Left Hip Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9P4ZZ,"Drainage of Left Hip Muscle, Percutaneous Endoscopic Approach"
8302,0K9Q00Z,"Drainage of Right Upper Leg Muscle with Drainage Device, Open Approach"
8302,0K9Q0ZZ,"Drainage of Right Upper Leg Muscle, Open Approach"
8302,0K9Q40Z,"Drainage of Right Upper Leg Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9Q4ZZ,"Drainage of Right Upper Leg Muscle, Percutaneous Endoscopic Approach"
8302,0K9R00Z,"Drainage of Left Upper Leg Muscle with Drainage Device, Open Approach"
8302,0K9R0ZZ,"Drainage of Left Upper Leg Muscle, Open Approach"
8302,0K9R40Z,"Drainage of Left Upper Leg Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9R4ZZ,"Drainage of Left Upper Leg Muscle, Percutaneous Endoscopic Approach"
8302,0K9S00Z,"Drainage of Right Lower Leg Muscle with Drainage Device, Open Approach"
8302,0K9S0ZZ,"Drainage of Right Lower Leg Muscle, Open Approach"
8302,0K9S40Z,"h Drainage of Right Lower Leg Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9S4ZZ,"Drainage of Right Lower Leg Muscle, Percutaneous Endoscopic Approach"
8302,0K9T00Z,"Drainage of Left Lower Leg Muscle with Drainage Device, Open Approach"
8302,0K9T0ZZ,"Drainage of Left Lower Leg Muscle, Open Approach"
8302,0K9T40Z,"h Drainage of Left Lower Leg Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9T4ZZ,"Drainage of Left Lower Leg Muscle, Percutaneous Endoscopic Approach"
8302,0K9V00Z,"Drainage of Right Foot Muscle with Drainage Device, Open Approach"
8302,0K9V0ZZ,"Drainage of Right Foot Muscle, Open Approach"
8302,0K9V40Z,"h Drainage of Right Foot Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9V4ZZ,"Drainage of Right Foot Muscle, Percutaneous Endoscopic Approach"
8302,0K9W00Z,"Drainage of Left Foot Muscle with Drainage Device, Open Approach"
8302,0K9W0ZZ,"Drainage of Left Foot Muscle, Open Approach"
8302,0K9W40Z,"h Drainage of Left Foot Muscle with Drainage Device, Percutaneous Endoscopic Approach"
8302,0K9W4ZZ,"Drainage of Left Foot Muscle, Percutaneous Endoscopic Approach"
8302,0KC00ZZ,"Extirpation of Matter from Head Muscle, Open Approach"
8302,0KC03ZZ,"Extirpation of Matter from Head Muscle, Percutaneous Approach"
8302,0KC04ZZ,"Extirpation of Matter from Head Muscle, Percutaneous Endoscopic Approach"
8302,0KC10ZZ,"Extirpation of Matter from Facial Muscle, Open Approach"
8302,0KC13ZZ,"Extirpation of Matter from Facial Muscle, Percutaneous Approach"
8302,0KC14ZZ,"h Extirpation of Matter from Facial Muscle, Percutaneous Endoscopic Approach"
8302,0KC20ZZ,"Extirpation of Matter from Right Neck Muscle, Open Approach"
8302,0KC23ZZ,"Extirpation of Matter from Right Neck Muscle, Percutaneous Approach"
8302,0KC24ZZ,"h Extirpation of Matter from Right Neck Muscle, Percutaneous Endoscopic Approach"
8302,0KC30ZZ,"Extirpation of Matter from Left Neck Muscle, Open Approach"
8302,0KC33ZZ,"Extirpation of Matter from Left Neck Muscle, Percutaneous Approach"
8302,0KC34ZZ,"h Extirpation of Matter from Left Neck Muscle, Percutaneous Endoscopic Approach"
8302,0KC40ZZ,"Extirpation of Matter from Tongue, Palate, Pharynx Muscle, Open Approach"
8302,0KC43ZZ,"Extirpation of Matter from Tongue, Palate, Pharynx Muscle, Percutaneous Approach"
8302,0KC44ZZ,"Extirpation of Matter from Tongue, Palate, Pharynx Muscle, Percutaneous Endoscopic Approach"
8302,0KC50ZZ,"Extirpation of Matter from Right Shoulder Muscle, Open Approach"
8302,0KC53ZZ,"Extirpation of Matter from Right Shoulder Muscle, Percutaneous Approach"
8302,0KC54ZZ,"Extirpation of Matter from Right Shoulder Muscle, Percutaneous Endoscopic Approach"
8302,0KC60ZZ,"Extirpation of Matter from Left Shoulder Muscle, Open Approach"
8302,0KC63ZZ,"Extirpation of Matter from Left Shoulder Muscle, Percutaneous Approach"
8302,0KC64ZZ,"Extirpation of Matter from Left Shoulder Muscle, Percutaneous Endoscopic Approach"
8302,0KC70ZZ,"Extirpation of Matter from Right Upper Arm Muscle, Open Approach"
8302,0KC73ZZ,"Extirpation of Matter from Right Upper Arm Muscle, Percutaneous Approach"
8302,0KC74ZZ,"h Extirpation of Matter from Right Upper Arm Muscle, Percutaneous Endoscopic Approach"
8302,0KC80ZZ,"Extirpation of Matter from Left Upper Arm Muscle, Open Approach"
8302,0KC83ZZ,"Extirpation of Matter from Left Upper Arm Muscle, Percutaneous Approach"
8302,0KC84ZZ,"h Extirpation of Matter from Left Upper Arm Muscle, Percutaneous Endoscopic Approach"
8302,0KC90ZZ,"Extirpation of Matter from Right Lower Arm and Wrist Muscle, Open Approach"
8302,0KC93ZZ,"Extirpation of Matter from Right Lower Arm and Wrist Muscle, Percutaneous Approach"
8302,0KC94ZZ,"Extirpation of Matter from Right Lower Arm and Wrist Muscle, Percutaneous Endoscopic Approach"
8302,0KCB0ZZ,"Extirpation of Matter from Left Lower Arm and Wrist Muscle, Open Approach"
8302,0KCB3ZZ,"Extirpation of Matter from Left Lower Arm and Wrist Muscle, Percutaneous Approach"
8302,0KCB4ZZ,"Extirpation of Matter from Left Lower Arm and Wrist Muscle, Percutaneous Endoscopic Approach"
8302,0KCF0ZZ,"h Extirpation of Matter from Right Trunk Muscle, Open Approach"
8302,0KCF3ZZ,"h Extirpation of Matter from Right Trunk Muscle, Percutaneous Approach"
8302,0KCF4ZZ,"Extirpation of Matter from Right Trunk Muscle, Percutaneous Endoscopic Approach"
8302,0KCG0ZZ,"Extirpation of Matter from Left Trunk Muscle, Open Approach"
8302,0KCG3ZZ,"Extirpation of Matter from Left Trunk Muscle, Percutaneous Approach"
8302,0KCG4ZZ,"Extirpation of Matter from Left Trunk Muscle, Percutaneous Endoscopic Approach"
8302,0KCH0ZZ,"Extirpation of Matter from Right Thorax Muscle, Open Approach"
8302,0KCH3ZZ,"Extirpation of Matter from Right Thorax Muscle, Percutaneous Approach"
8302,0KCH4ZZ,"h Extirpation of Matter from Right Thorax Muscle, Percutaneous Endoscopic Approach"
8302,0KCJ0ZZ,"h Extirpation of Matter from Left Thorax Muscle, Open Approach"
8302,0KCJ3ZZ,"h Extirpation of Matter from Left Thorax Muscle, Percutaneous Approach"
8302,0KCJ4ZZ,"h Extirpation of Matter from Left Thorax Muscle, Percutaneous Endoscopic Approach"
8302,0KCK0ZZ,"Extirpation of Matter from Right Abdomen Muscle, Open Approach"
8302,0KCK3ZZ,"Extirpation of Matter from Right Abdomen Muscle, Percutaneous Approach"
8302,0KCK4ZZ,"Extirpation of Matter from Right Abdomen Muscle, Percutaneous Endoscopic Approach"
8302,0KCL0ZZ,"Extirpation of Matter from Left Abdomen Muscle, Open Approach"
8302,0KCL3ZZ,"Extirpation of Matter from Left Abdomen Muscle, Percutaneous Approach"
8302,0KCL4ZZ,"Extirpation of Matter from Left Abdomen Muscle, Percutaneous Endoscopic Approach"
8302,0KCM0ZZ,"Extirpation of Matter from Perineum Muscle, Open Approach"
8302,0KCM3ZZ,"Extirpation of Matter from Perineum Muscle, Percutaneous Approach"
8302,0KCM4ZZ,"h Extirpation of Matter from Perineum Muscle, Percutaneous Endoscopic Approach"
8302,0KCN0ZZ,"Extirpation of Matter from Right Hip Muscle, Open Approach"
8302,0KCN3ZZ,"Extirpation of Matter from Right Hip Muscle, Percutaneous Approach"
8302,0KCN4ZZ,"Extirpation of Matter from Right Hip Muscle, Percutaneous Endoscopic Approach"
8302,0KCP0ZZ,"Extirpation of Matter from Left Hip Muscle, Open Approach"
8302,0KCP3ZZ,"Extirpation of Matter from Left Hip Muscle, Percutaneous Approach"
8302,0KCP4ZZ,"Extirpation of Matter from Left Hip Muscle, Percutaneous Endoscopic Approach"
8302,0KCQ0ZZ,"Extirpation of Matter from Right Upper Leg Muscle, Open Approach"
8302,0KCQ3ZZ,"Extirpation of Matter from Right Upper Leg Muscle, Percutaneous Approach"
8302,0KCQ4ZZ,"h Extirpation of Matter from Right Upper Leg Muscle, Percutaneous Endoscopic Approach"
8302,0KCR0ZZ,"Extirpation of Matter from Left Upper Leg Muscle, Open Approach"
8302,0KCR3ZZ,"Extirpation of Matter from Left Upper Leg Muscle, Percutaneous Approach"
8302,0KCR4ZZ,"h Extirpation of Matter from Left Upper Leg Muscle, Percutaneous Endoscopic Approach"
8302,0KCS0ZZ,"Extirpation of Matter from Right Lower Leg Muscle, Open Approach"
8302,0KCS3ZZ,"Extirpation of Matter from Right Lower Leg Muscle, Percutaneous Approach"
8302,0KCS4ZZ,"Extirpation of Matter from Right Lower Leg Muscle, Percutaneous Endoscopic Approach"
8302,0KCT0ZZ,"Extirpation of Matter from Left Lower Leg Muscle, Open Approach"
8302,0KCT3ZZ,"Extirpation of Matter from Left Lower Leg Muscle, Percutaneous Approach"
8302,0KCT4ZZ,"Extirpation of Matter from Left Lower Leg Muscle, Percutaneous Endoscopic Approach"
8302,0KCV0ZZ,"Extirpation of Matter from Right Foot Muscle, Open Approach"
8302,0KCV3ZZ,"Extirpation of Matter from Right Foot Muscle, Percutaneous Approach"
8302,0KCV4ZZ,"h Extirpation of Matter from Right Foot Muscle, Percutaneous Endoscopic Approach"
8302,0KCW0ZZ,"Extirpation of Matter from Left Foot Muscle, Open Approach"
8302,0KCW3ZZ,"Extirpation of Matter from Left Foot Muscle, Percutaneous Approach"
8302,0KCW4ZZ,"h Extirpation of Matter from Left Foot Muscle, Percutaneous Endoscopic Approach"
8302,0KHX0YZ,"Insertion of Other Device into Upper Muscle, Open Approach"
8302,0KHX3YZ,"Insertion of Other Device into Upper Muscle, Percutaneous Approach"
8302,0KHX4YZ,"h Insertion of Other Device into Upper Muscle, Percutaneous Endoscopic Approach"
8302,0KHY0YZ,"Insertion of Other Device into Lower Muscle, Open Approach"
8302,0KHY3YZ,"Insertion of Other Device into Lower Muscle, Percutaneous Approach"
8302,0KHY4YZ,"Insertion of Other Device into Lower Muscle, Percutaneous Endoscopic Approach"
8302,0KJX0ZZ,"Inspection of Upper Muscle, Open Approach"
8302,0KJY0ZZ,"Inspection of Lower Muscle, Open Approach"
8302,0KPX0YZ,"Removal of Other Device from Upper Muscle, Open Approach"
8302,0KPX3YZ,"Removal of Other Device from Upper Muscle, Percutaneous Approach"
8302,0KPX4YZ,"Removal of Other Device from Upper Muscle, Percutaneous Endoscopic Approach"
8302,0KPY0YZ,"Removal of Other Device from Lower Muscle, Open Approach"
8302,0KPY3YZ,"Removal of Other Device from Lower Muscle, Percutaneous Approach"
8302,0KPY4YZ,"Removal of Other Device from Lower Muscle, Percutaneous Endoscopic Approach"
8302,0KWX0YZ,"Revision of Other Device in Upper Muscle, Open Approach"
8302,0KWX3YZ,"Revision of Other Device in Upper Muscle, Percutaneous Approach"
8302,0KWX4YZ,"h Revision of Other Device in Upper Muscle, Percutaneous Endoscopic Approach"
8302,0KWY0YZ,"Revision of Other Device in Lower Muscle, Open Approach"
8302,0KWY3YZ,"Revision of Other Device in Lower Muscle, Percutaneous Approach"
8302,0KWY4YZ,"h Revision of Other Device in Lower Muscle, Percutaneous Endoscopic Approach"
8303,0M800ZZ,"Division of Head and Neck Bursa and Ligament, Open Approach"
8303,0M803ZZ,"Division of Head and Neck Bursa and Ligament, Percutaneous Approach"
8303,0M804ZZ,"Division of Head and Neck Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M810ZZ,"h Division of Right Shoulder Bursa and Ligament, Open Approach"
8303,0M813ZZ,"h Division of Right Shoulder Bursa and Ligament, Percutaneous Approach"
8303,0M814ZZ,"Division of Right Shoulder Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M820ZZ,"Division of Left Shoulder Bursa and Ligament, Open Approach"
8303,0M823ZZ,"Division of Left Shoulder Bursa and Ligament, Percutaneous Approach"
8303,0M824ZZ,"Division of Left Shoulder Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M830ZZ,"Division of Right Elbow Bursa and Ligament, Open Approach"
8303,0M833ZZ,"Division of Right Elbow Bursa and Ligament, Percutaneous Approach"
8303,0M834ZZ,"Division of Right Elbow Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M840ZZ,"Division of Left Elbow Bursa and Ligament, Open Approach"
8303,0M843ZZ,"Division of Left Elbow Bursa and Ligament, Percutaneous Approach"
8303,0M844ZZ,"Division of Left Elbow Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M850ZZ,"Division of Right Wrist Bursa and Ligament, Open Approach"
8303,0M853ZZ,"Division of Right Wrist Bursa and Ligament, Percutaneous Approach"
8303,0M854ZZ,"Division of Right Wrist Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M860ZZ,"Division of Left Wrist Bursa and Ligament, Open Approach"
8303,0M863ZZ,"Division of Left Wrist Bursa and Ligament, Percutaneous Approach"
8303,0M864ZZ,"Division of Left Wrist Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M890ZZ,"Division of Right Upper Extremity Bursa and Ligament, Open Approach"
8303,0M893ZZ,"Division of Right Upper Extremity Bursa and Ligament, Percutaneous Approach"
8303,0M894ZZ,"Division of Right Upper Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8B0ZZ,"Division of Left Upper Extremity Bursa and Ligament, Open Approach"
8303,0M8B3ZZ,"Division of Left Upper Extremity Bursa and Ligament, Percutaneous Approach"
8303,0M8B4ZZ,"Division of Left Upper Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8C0ZZ,"Division of Upper Spine Bursa and Ligament, Open Approach"
8303,0M8C3ZZ,"Division of Upper Spine Bursa and Ligament, Percutaneous Approach"
8303,0M8C4ZZ,"Division of Upper Spine Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8D0ZZ,"Division of Lower Spine Bursa and Ligament, Open Approach"
8303,0M8D3ZZ,"Division of Lower Spine Bursa and Ligament, Percutaneous Approach"
8303,0M8D4ZZ,"Division of Lower Spine Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8F0ZZ,"Division of Sternum Bursa and Ligament, Open Approach"
8303,0M8F3ZZ,"Division of Sternum Bursa and Ligament, Percutaneous Approach"
8303,0M8F4ZZ,"Division of Sternum Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8G0ZZ,"Division of Rib(s) Bursa and Ligament, Open Approach"
8303,0M8G3ZZ,"h Division of Rib(s) Bursa and Ligament, Percutaneous Approach"
8303,0M8G4ZZ,"Division of Rib(s) Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8H0ZZ,"Division of Right Abdomen Bursa and Ligament, Open Approach"
8303,0M8H3ZZ,"Division of Right Abdomen Bursa and Ligament, Percutaneous Approach"
8303,0M8H4ZZ,"Division of Right Abdomen Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8J0ZZ,"Division of Left Abdomen Bursa and Ligament, Open Approach"
8303,0M8J3ZZ,"Division of Left Abdomen Bursa and Ligament, Percutaneous Approach"
8303,0M8J4ZZ,"Division of Left Abdomen Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8K0ZZ,"Division of Perineum Bursa and Ligament, Open Approach"
8303,0M8K3ZZ,"Division of Perineum Bursa and Ligament, Percutaneous Approach"
8303,0M8K4ZZ,"Division of Perineum Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8L0ZZ,"Division of Right Hip Bursa and Ligament, Open Approach"
8303,0M8L3ZZ,"Division of Right Hip Bursa and Ligament, Percutaneous Approach"
8303,0M8L4ZZ,"h Division of Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8M0ZZ,"Division of Left Hip Bursa and Ligament, Open Approach"
8303,0M8M3ZZ,"Division of Left Hip Bursa and Ligament, Percutaneous Approach"
8303,0M8M4ZZ,"Division of Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8N0ZZ,"Division of Right Knee Bursa and Ligament, Open Approach"
8303,0M8N3ZZ,"Division of Right Knee Bursa and Ligament, Percutaneous Approach"
8303,0M8N4ZZ,"Division of Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8P0ZZ,"Division of Left Knee Bursa and Ligament, Open Approach"
8303,0M8P3ZZ,"Division of Left Knee Bursa and Ligament, Percutaneous Approach"
8303,0M8P4ZZ,"h Division of Left Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8Q0ZZ,"Division of Right Ankle Bursa and Ligament, Open Approach"
8303,0M8Q3ZZ,"Division of Right Ankle Bursa and Ligament, Percutaneous Approach"
8303,0M8Q4ZZ,"Division of Right Ankle Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8R0ZZ,"Division of Left Ankle Bursa and Ligament, Open Approach"
8303,0M8R3ZZ,"Division of Left Ankle Bursa and Ligament, Percutaneous Approach"
8303,0M8R4ZZ,"Division of Left Ankle Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8S0ZZ,"Division of Right Foot Bursa and Ligament, Open Approach"
8303,0M8S3ZZ,"Division of Right Foot Bursa and Ligament, Percutaneous Approach"
8303,0M8S4ZZ,"Division of Right Foot Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8T0ZZ,"Division of Left Foot Bursa and Ligament, Open Approach"
8303,0M8T3ZZ,"Division of Left Foot Bursa and Ligament, Percutaneous Approach"
8303,0M8T4ZZ,"h Division of Left Foot Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8V0ZZ,"Division of Right Lower Extremity Bursa and Ligament, Open Approach"
8303,0M8V3ZZ,"Division of Right Lower Extremity Bursa and Ligament, Percutaneous Approach"
8303,0M8V4ZZ,"Division of Right Lower Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M8W0ZZ,"Division of Left Lower Extremity Bursa and Ligament, Open Approach"
8303,0M8W3ZZ,"Division of Left Lower Extremity Bursa and Ligament, Percutaneous Approach"
8303,0M8W4ZZ,"Division of Left Lower Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0M9000Z,"h Drainage of Head and Neck Bursa and Ligament with Drainage Device, Open Approach"
8303,0M900ZZ,"Drainage of Head and Neck Bursa and Ligament, Open Approach"
8303,0M9100Z,"Drainage of Right Shoulder Bursa and Ligament with Drainage Device, Open Approach"
8303,0M910ZZ,"h Drainage of Right Shoulder Bursa and Ligament, Open Approach"
8303,0M9200Z,"Drainage of Left Shoulder Bursa and Ligament with Drainage Device, Open Approach"
8303,0M920ZZ,"Drainage of Left Shoulder Bursa and Ligament, Open Approach"
8303,0M9300Z,"Drainage of Right Elbow Bursa and Ligament with Drainage Device, Open Approach"
8303,0M930ZZ,"Drainage of Right Elbow Bursa and Ligament, Open Approach"
8303,0M9400Z,"Drainage of Left Elbow Bursa and Ligament with Drainage Device, Open Approach"
8303,0M940ZZ,"Drainage of Left Elbow Bursa and Ligament, Open Approach"
8303,0M9500Z,"Drainage of Right Wrist Bursa and Ligament with Drainage Device, Open Approach"
8303,0M950ZZ,"Drainage of Right Wrist Bursa and Ligament, Open Approach"
8303,0M9600Z,"Drainage of Left Wrist Bursa and Ligament with Drainage Device, Open Approach"
8303,0M960ZZ,"Drainage of Left Wrist Bursa and Ligament, Open Approach"
8303,0M9900Z,"h Drainage of Right Upper Extremity Bursa and Ligament with Drainage Device, Open Approach"
