sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
80157,ACREMONIUM SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329638898,4274504,Acremonium,Observation,MAPS_TO,,<auto>,1738328039945,
80101,CANDIDA KRUSEI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329490423,4040298,Pichia kudriavzevii,Observation,MAPS_TO,,<auto>,1738328039950,
90894,CORYNEBACTERIUM GLUCURONOLYTICUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4212779,Corynebacterium glucuronolyticum,Observation,MAPS_TO,,<auto>,1738328039988,
90167,ISOLATE FOR MIC,-1,,0.41,UNCHECKED,UNREVIEWED,,0,1387426,folate,Drug,MAPS_TO,,<auto>,1738328039994,
80137,CANDIDA LUSITANIAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329595645,4177163,Clavispora lusitaniae,Observation,MAPS_TO,,<auto>,1738328040038,
80240,PRESUMPTIVE FUSOBACTERIUM MORTIFERUM/VARIUM GROUP,-1,,0.60,UNCHECKED,UNREVIEWED,,0,4010597,Fusobacterium mortiferum,Observation,MAPS_TO,,<auto>,1738328040075,
91021,CITROBACTER WERKMANII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4016598,Citrobacter werkmanii,Observation,MAPS_TO,,<auto>,1738328040159,
90639,BACTEROIDIES THETAIOTAOMICRON,-1,,0.94,UNCHECKED,UNREVIEWED,,0,4142058,Bacteroides thetaiotaomicron,Observation,MAPS_TO,,<auto>,1738328040167,
90391,LACTOBACILLUS ACIDOPHILUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4164115,Lactobacillus acidophilus,Observation,MAPS_TO,,<auto>,1738328040291,
70089,Blood (Malaria),-1,,0.31,APPROVED,EQUAL,Finn Fassbender,1738328891480,4001225,Blood specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328890944,
90896,WAUTERSIELLA FALSENII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,42872461,Wautersiella falsenii,Observation,MAPS_TO,,<auto>,1738328040558,
80158,MYCOBACTERIUM AVIUM COMPLEX,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329643062,4237898,"Mycobacterium, avium-intracellulare group",Observation,MAPS_TO,,<auto>,1738328040589,
80102,SACCHAROMYCES CEREVISIAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329491823,4240960,Saccharomyces cerevisiae,Observation,MAPS_TO,,<auto>,1738328040747,
90640,BIPOLARIS SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4083107,Bipolaris,Observation,MAPS_TO,,<auto>,1738328040786,
80138,STAPHYLOCOCCUS SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329597486,4278981,Staphylococcus,Observation,MAPS_TO,,<auto>,1738328040790,
90487,ACHROMOBACTER (ALCALIGENES) DENTRIFICANS,-1,,0.60,UNCHECKED,UNREVIEWED,,0,4187642,Achromobacter denitrificans,Observation,MAPS_TO,,<auto>,1738328040863,
90849,S. AUREUS POSITIVE; MRSA NEGATIVE,-1,,0.34,UNCHECKED,UNREVIEWED,,0,4177186,Staphylococcus aureus ss. anaerobius,Observation,MAPS_TO,,<auto>,1738328040922,
80241,PROBABLE MICROCOCCUS SPECIES,-1,,0.83,UNCHECKED,UNREVIEWED,,0,4199767,Micrococcus,Observation,MAPS_TO,,<auto>,1738328040939,
70090,Mini-BAL,-1,,0.34,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
91022,CAMPYLOBACTER HYOINTESTINALIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4235609,Campylobacter hyointestinalis,Observation,MAPS_TO,,<auto>,1738328040989,
90168,DIRECT INFLUENZA B ANTIGEN TEST,-1,,0.77,UNCHECKED,UNREVIEWED,,0,4044988,Influenza B virus antigen assay,Measurement,MAPS_TO,,<auto>,1738328041012,
90392,ARCANOBACTERIUM HAEMOLYTICUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4264344,Arcanobacterium haemolyticum,Observation,MAPS_TO,,<auto>,1738328041082,
90897,LACTOBACILLUS FERMENTUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,739380,Limosilactobacillus fermentum,Drug,MAPS_TO,,<auto>,1738328041118,
80139,CLOSTRIDIUM DIFFICILE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329786014,4244400,Clostridioides difficile,Observation,MAPS_TO,,Finn Fassbender,1738329785530,
70091,MRSA SCREEN,-1,,0.72,APPROVED,INEXACT,Finn Fassbender,1738328930601,4120698,Swab,Specimen,MAPS_TO,,Finn Fassbender,1738328909214,
90489,MYCOBACTERIUM SZULGAI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4279756,Mycobacterium szulgai,Observation,MAPS_TO,,<auto>,1738328041430,
90641,MYCOBACTERIUM ABSCESSUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4034776,Mycobacteroides abscessus,Observation,MAPS_TO,,<auto>,1738328041445,
80103,SPOROBOLOMYCES SALMONICOLOR,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329492301,4348452,Sporobolomyces salmonicolor,Observation,MAPS_TO,,<auto>,1738328041454,
80159,MYCOBACTERIUM TUBERCULOSIS COMPLEX,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329752455,4035081,Mycobacterium tuberculosis complex,Observation,MAPS_TO,,<auto>,1738328041459,
90850,BACILLUS CIRCULANS GROUP,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4186713,Bacillus circulans group,Observation,MAPS_TO,,<auto>,1738328041504,
91023,CAMPYLOBACTER JEJUNI/COLI,-1,,0.76,UNCHECKED,UNREVIEWED,,0,4282778,Campylobacter jejuni,Observation,MAPS_TO,,<auto>,1738328041633,
90398,ACTINOMYCES ISRAELII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4262658,Actinomyces israelii,Observation,MAPS_TO,,<auto>,1738328041640,
70092,"SWAB, R/O GC",-1,,0.41,APPROVED,EQUAL,Finn Fassbender,1738328936360,4120698,Swab,Specimen,MAPS_TO,,Finn Fassbender,1738328935910,
80242,RESEMBLING MICROCOCCUS/STOMATOCOCCUS SPECIES,-1,,0.58,UNCHECKED,UNREVIEWED,,0,4199767,Micrococcus,Observation,MAPS_TO,,<auto>,1738328041839,
90898,BLASTOMYCES DERMATITIDIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4277275,Blastomyces dermatitidis,Observation,MAPS_TO,,<auto>,1738328041902,
90491,ULOCLADIUM SP.,-1,,0.78,UNCHECKED,UNREVIEWED,,0,4278529,Ulocladium,Observation,MAPS_TO,,<auto>,1738328042011,
80105,RHIZOPUS SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329514676,4069707,Rhizopus,Observation,MAPS_TO,,<auto>,1738328042027,
80140,BLASTOCYSTIS HOMINIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329599588,4103712,Blastocystis hominis,Observation,MAPS_TO,,<auto>,1738328042061,
80160,BACILLUS SUBTILIS ,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329752993,4175647,Bacillus subtilis subtilis,Observation,MAPS_TO,,<auto>,1738328042095,
90643,CYCLOSPORA SPECIES SEEN,-1,,0.88,UNCHECKED,UNREVIEWED,,0,4014344,Cyclospora,Observation,MAPS_TO,,<auto>,1738328042117,
70093,Blood (Toxo),-1,,0.27,APPROVED,EQUAL,Finn Fassbender,1738328949257,4001225,Blood specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328948597,
90169,GEN-PROBE AMPLIFIED M. TUBERCULOSIS DIRECT TEST (MTD),-1,,0.29,UNCHECKED,UNREVIEWED,,0,44792847,Tuberculosis culture,Measurement,MAPS_TO,,<auto>,1738328042300,
91024,ACINETOBACTER URSINGII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4175185,Acinetobacter ursingii,Observation,MAPS_TO,,<auto>,1738328042314,
90851,SCEDOSPORIUM APIOSPERMUM COMPLEX,-1,,0.88,UNCHECKED,UNREVIEWED,,0,37109244,Scedosporium apiospermum,Observation,MAPS_TO,,<auto>,1738328042335,
90399,SALMONELLA TYPHIMURIUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4177156,Salmonella Typhimurium,Observation,MAPS_TO,,<auto>,1738328042362,
80243,PORPHYROMONAS SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738330221171,4013782,Porphyromonas,Observation,MAPS_TO,,<auto>,1738328042416,
80106,CANDIDA TROPICALIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329514843,4172927,Candida tropicalis,Observation,MAPS_TO,,<auto>,1738328042508,
90492,RHODOTORULA GLUTINIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4239686,Rhodotorula glutinis,Observation,MAPS_TO,,<auto>,1738328042610,
90899,CORYNEBACTERIUM PYRUVICIPRODUCENS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,42873130,Corynebacterium pyruviciproducens,Observation,MAPS_TO,,<auto>,1738328042662,
90644,GIARDIA LAMBLIA SEEN,-1,,0.90,UNCHECKED,UNREVIEWED,,0,4301615,Giardia lamblia,Observation,MAPS_TO,,<auto>,1738328042703,
90403,ESCHERICHIA VULNERIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4204079,Pseudescherichia vulneris,Observation,MAPS_TO,,<auto>,1738328042902,
80244,PREVOTELLA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738330222299,4015682,Prevotella,Observation,MAPS_TO,,<auto>,1738328042932,
80161,STRONGYLOIDES STERCORALIS ,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1738329753166,4174850,Strongyloides stercoralis,Observation,MAPS_TO,,<auto>,1738328042953,
91025,MAGNUSIOMYCES CAPITATUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4238539,Saprochaete capitata,Observation,MAPS_TO,,<auto>,1738328043005,
80141,CORYNEBACTERIUM JEIKEIUM (C.D.C. GROUP JK),-1,,0.61,APPROVED,EQUAL,Finn Fassbender,1738329600063,4269491,Corynebacterium jeikeium,Observation,MAPS_TO,,<auto>,1738328043109,
90852,BIFIDOBACTERIUM LONGUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4023775,Bifidobacterium longum,Observation,MAPS_TO,,<auto>,1738328043110,
90170,"FISH ANALYSIS, 3-5 CELLS",-1,,0.35,UNCHECKED,UNREVIEWED,,0,4310185,Mental health addiction programs - 3-5 contacts/week,Observation,MAPS_TO,,<auto>,1738328043188,
90494,ASPERGILLUS TERREUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4097212,Aspergillus terreus,Observation,MAPS_TO,,<auto>,1738328043189,
80107,CAMPYLOBACTER SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329515007,4261232,Campylobacter,Observation,MAPS_TO,,<auto>,1738328043193,
90902,AMNIOTIC FLUID,-1,,0.88,UNCHECKED,UNREVIEWED,,0,1242858,Injection of amniotic fluid,Procedure,MAPS_TO,,<auto>,1738328043231,
90900,MYCOBACTERIUM NEOAURUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4201291,Mycobacterium neoaurum,Observation,MAPS_TO,,<auto>,1738328043235,
90404,SALMONELLA MUENSTER,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4286667,Salmonella Muenster,Observation,MAPS_TO,,<auto>,1738328043407,
90645,PINWORM EGG(S) SEEN,-1,,0.49,UNCHECKED,UNREVIEWED,,0,4208259,Enterobius vermicularis,Observation,MAPS_TO,,<auto>,1738328043418,
91026,PANDORAEA SPP,-1,,0.76,UNCHECKED,UNREVIEWED,,0,4216109,Pandoraea,Observation,MAPS_TO,,<auto>,1738328043484,
80245,FUSOBACTERIUM SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738330222891,4143777,Fusobacterium,Observation,MAPS_TO,,<auto>,1738328043620,
80162,STAPHYLOCOCCUS LUGDUNENSIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329754079,4014324,Staphylococcus lugdunensis,Observation,MAPS_TO,,<auto>,1738328043632,
90853,EUBACTERIUM LIMOSUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4227273,Eubacterium limosum,Observation,MAPS_TO,,<auto>,1738328043689,
90497,MICROCOCCUS LUTEUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4174810,Micrococcus luteus,Observation,MAPS_TO,,<auto>,1738328043724,
90906,"C, E, & A Screening",-1,,0.38,UNCHECKED,UNREVIEWED,,0,4064933,Urine screening,Measurement,MAPS_TO,,<auto>,1738328043810,
90960,CLOSTRIDIUM CADAVERIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4041003,Clostridium cadaveris,Observation,MAPS_TO,,<auto>,1738328043814,
80142,FUSOBACTERIUM NECROPHORUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329600495,4099615,Fusobacterium necrophorum,Observation,MAPS_TO,,<auto>,1738328043870,
90405,SALMONELLA MONTEVIDEO,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4214035,Salmonella Montevideo,Observation,MAPS_TO,,<auto>,1738328043893,
80108,PROPIONIBACTERIUM ACNES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329795173,4214681,Cutibacterium acnes,Observation,MAPS_TO,,Finn Fassbender,1738329794509,
90171,"FISH ANALYSIS, 10-30 CELLS",-1,,0.42,UNCHECKED,UNREVIEWED,,0,43013504,C10-30 cholesterol-lanosterol esters,Drug,MAPS_TO,,<auto>,1738328043975,
80163,MOLD,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329754516,4224654,Mold,Observation,MAPS_TO,,<auto>,1738328043978,
91028,TEICHOSPORA SPECIES,-1,,0.75,UNCHECKED,UNREVIEWED,,0,4266502,Trichosporon,Observation,MAPS_TO,,<auto>,1738328044002,
90646,TRICHOMONAS VAGINALIS SEEN,-1,,0.89,UNCHECKED,UNREVIEWED,,0,4330317,Trichomonas vaginalis,Observation,MAPS_TO,,<auto>,1738328044111,
90498,MYCOBACTERIUM XENOPI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4239461,Mycobacterium xenopi,Observation,MAPS_TO,,<auto>,1738328044258,
90854,DESULFOVIBRIO LEGALLII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,1243060,Desulfovibrio legallii,Observation,MAPS_TO,,<auto>,1738328044332,
90406,SALMONELLA AGONA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4213209,Salmonella Agona,Observation,MAPS_TO,,<auto>,1738328044384,
80110,MUCOR SP.,-1,,0.61,APPROVED,EQUAL,Finn Fassbender,1738329530632,4172434,Genus Mucor,Observation,MAPS_TO,,<auto>,1738328044446,
90109,M.FURFUR CULTURE,-1,,0.41,UNCHECKED,UNREVIEWED,,0,4189544,Microbial culture,Measurement,MAPS_TO,,<auto>,1738328044536,
80248,CITROBACTER FREUNDII COMPLEX,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738330224323,36684336,Citrobacter freundii complex,Observation,MAPS_TO,,<auto>,1738328044572,
90961,SERRATIA PLYMUTHICA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4104185,Serratia plymuthica,Observation,MAPS_TO,,<auto>,1738328044691,
80164,ENTEROBACTER ASBURIAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329755489,4140527,Enterobacter asburiae,Observation,MAPS_TO,,<auto>,1738328044714,
80143,CYTOMEGALOVIRUS ,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1738329601073,4234496,Cytomegalovirus,Observation,MAPS_TO,,<auto>,1738328044734,
91030,PHAEOACREMONIUM VENEZUELENSE,-1,,0.66,UNCHECKED,UNREVIEWED,,0,4218836,Phaeoacremonium,Observation,MAPS_TO,,<auto>,1738328044759,
90908,Cipro Resistant Screen,-1,,0.46,UNCHECKED,UNREVIEWED,,0,4308796,Tangent screen testing,Procedure,MAPS_TO,,<auto>,1738328044838,
90407,CLOSTRIDIUM INNOCUUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4023609,Clostridium innocuum,Observation,MAPS_TO,,<auto>,1738328044877,
90650,SCOPULARIOPSIS BREVICAULIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4138373,Scopulariopsis brevicaulis,Observation,MAPS_TO,,<auto>,1738328044907,
90500,STAPHYLOCOCCUS SCHLEIFERI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4037526,Staphylococcus schleiferi,Observation,MAPS_TO,,<auto>,1738328044955,
90855,POSITIVE,-1,,0.61,UNCHECKED,UNREVIEWED,,0,602991,Perioperative positioning,Procedure,MAPS_TO,,<auto>,1738328044961,
80111,ENTEROCOCCUS AVIUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329532068,4338685,Enterococcus avium,Observation,MAPS_TO,,<auto>,1738328045003,
80249,FEW BLASTOCYSTIS HOMINIS,-1,,0.77,APPROVED,EQUAL,Finn Fassbender,1738330229548,4103712,Blastocystis hominis,Observation,MAPS_TO,,<auto>,1738328045307,
90963,BIFIDOBACTERIUM BREVE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4147282,Bifidobacterium breve,Observation,MAPS_TO,,<auto>,1738328045327,
90408,ENTAMOEBA SP.,-1,,0.78,UNCHECKED,UNREVIEWED,,0,4242550,Entamoeba,Observation,MAPS_TO,,<auto>,1738328045389,
80165,TRICHOPHYTON SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329756533,4228685,Trichophyton,Observation,MAPS_TO,,<auto>,1738328045400,
90111,CHROMOSOME ANALYSIS-BONE MARROW,-1,,0.69,UNCHECKED,UNREVIEWED,,0,4229610,Chromosome analysis,Procedure,MAPS_TO,,<auto>,1738328045413,
90653,SALMONELLA MBANDAKA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4317005,Salmonella Mbandaka,Observation,MAPS_TO,,<auto>,1738328045457,
90909,CHORIONIC VILLUS SAMPLE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4120354,Chorionic villi specimen,Specimen,MAPS_TO,,<auto>,1738328045539,
90501,PEPTOSTREPTOCOCCUS SP.,-1,,0.85,UNCHECKED,UNREVIEWED,,0,4348178,Peptostreptococcus,Observation,MAPS_TO,,<auto>,1738328045583,
90856,NEGATIVE,-1,,0.71,UNCHECKED,UNREVIEWED,,0,44783307,Negativicutes,Observation,MAPS_TO,,<auto>,1738328045630,
80112,BACTEROIDES FRAGILIS GROUP,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329541047,4213634,Bacteroides fragilis group,Observation,MAPS_TO,,<auto>,1738328045646,
80144,HERPES SIMPLEX VIRUS TYPE 1,-1,,0.91,APPROVED,EQUAL,Finn Fassbender,1738329608132,4035979,Human alphaherpesvirus 1,Observation,MAPS_TO,,<auto>,1738328045770,
90868,YOKENELLA REGENSBURGEI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4249757,Yokenella regensburgei,Observation,MAPS_TO,,<auto>,1738328045863,
91032,PAPILIOTREMA FONSECAE (FORMERLY CRYPTOCOCCUS FONSECAE),-1,,0.48,UNCHECKED,UNREVIEWED,,0,4069831,Cryptococcus,Observation,MAPS_TO,,<auto>,1738328045913,
90655,ROSEOMONAS MUCOSA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4190953,Roseomonas mucosa,Observation,MAPS_TO,,<auto>,1738328046030,
80168,ENTEROCOCCUS FAECIUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329757315,4234555,Enterococcus faecium,Observation,MAPS_TO,,<auto>,1738328046071,
90410,CHILOMASTIX MESNILI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4189821,Chilomastix mesnili,Observation,MAPS_TO,,<auto>,1738328046094,
90502,TRICHOSPORON SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4266502,Trichosporon,Observation,MAPS_TO,,<auto>,1738328046223,
80250,MODERATE BLASTOCYSTIS HOMINIS,-1,,0.86,APPROVED,EQUAL,Finn Fassbender,1738330229822,4103712,Blastocystis hominis,Observation,MAPS_TO,,<auto>,1738328046347,
80113,ENTEROBACTER SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329542391,4242438,Enterobacter,Observation,MAPS_TO,,<auto>,1738328046352,
90858,NEOASCOCHYTA DESMAZIERI,-1,,0.40,UNCHECKED,UNREVIEWED,,0,4197814,Neoascaris,Observation,MAPS_TO,,<auto>,1738328046470,
90757,ROSEOMONAS SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4019893,Roseomonas,Observation,MAPS_TO,,<auto>,1738328046603,
90112,MODIFIED ACID-FAST STAIN FOR NOCARDIA,-1,,0.55,UNCHECKED,UNREVIEWED,,0,4348172,Acid-fast bacillus,Observation,MAPS_TO,,<auto>,1738328046633,
90656,SPHINGOMONAS SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4018817,Sphingomonas,Observation,MAPS_TO,,<auto>,1738328046650,
90869,STREPTOCOCCUS CONSTELLATUS SSP. CONSTELLATUS,-1,,0.76,UNCHECKED,UNREVIEWED,,0,4217697,Streptococcus constellatus subspecies constellatus,Observation,MAPS_TO,,<auto>,1738328046691,
90411,GIARDIA CYSTS,-1,,0.91,UNCHECKED,UNREVIEWED,,0,43531242,Genus Giardia cyst,Observation,MAPS_TO,,<auto>,1738328046706,
80169,ENTAMOEBA HARTMANNI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329757713,4323293,Entamoeba hartmanni,Observation,MAPS_TO,,<auto>,1738328046738,
90912,Foreign Body - Sonication Culture,-1,,0.48,UNCHECKED,UNREVIEWED,,0,4280795,Ophthalmic ultrasonic foreign body localization,Procedure,MAPS_TO,,<auto>,1738328046767,
90503,SALMONELLA INFANTIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4220076,Salmonella Infantis,Observation,MAPS_TO,,<auto>,1738328046777,
80114,ASPERGILLUS FLAVUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329543416,4281672,Aspergillus flavus,Observation,MAPS_TO,,<auto>,1738328046841,
80145,HERPES SIMPLEX VIRUS TYPE 2,-1,,0.92,APPROVED,EQUAL,Finn Fassbender,1738329608315,4030223,Human alphaherpesvirus 2,Observation,MAPS_TO,,<auto>,1738328046865,
90859,RHODATORULA MUCILAGINOSA,-1,,0.85,UNCHECKED,UNREVIEWED,,0,4315395,Rhodotorula mucilaginosa,Observation,MAPS_TO,,<auto>,1738328047039,
90657,SALMONELLA ANATUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4290471,Salmonella Anatum,Observation,MAPS_TO,,<auto>,1738328047122,
80251,MANY BLASTOCYSTIS HOMINIS,-1,,0.85,APPROVED,EQUAL,Finn Fassbender,1738330230184,4103712,Blastocystis hominis,Observation,MAPS_TO,,<auto>,1738328047131,
90913,HAIR,-1,,0.70,UNCHECKED,UNREVIEWED,,0,19103572,air,Drug,MAPS_TO,,<auto>,1738328047137,
90412,SALMONELLA HEIDELBERG,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4215794,Salmonella Heidelberg,Observation,MAPS_TO,,<auto>,1738328047291,
80146,ADENOVIRUS,-1,,0.90,APPROVED,EQUAL,Finn Fassbender,1738329609914,4174413,Atadenovirus,Observation,MAPS_TO,,<auto>,1738328047301,
90507,SALMONELLA STANLEY,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4338945,Salmonella Stanley,Observation,MAPS_TO,,<auto>,1738328047336,
90758,STAPHYLOCOCCUS WARNERI/PASTEURI,-1,,0.67,UNCHECKED,UNREVIEWED,,0,4270057,Staphylococcus warneri,Observation,MAPS_TO,,<auto>,1738328047356,
80170,LEUCONOSTOC SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329758107,4183602,Leuconostoc,Observation,MAPS_TO,,<auto>,1738328047406,
90870,STREPTOCOCCUS SALIVARIUS SSP. SALIVARIUS,-1,,0.85,UNCHECKED,UNREVIEWED,,0,4225573,Streptococcus salivarius subsp. salivarius,Observation,MAPS_TO,,<auto>,1738328047431,
90660,PHOMA SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4246295,Phoma,Observation,MAPS_TO,,<auto>,1738328047470,
80115,PROPIONIBACTERIUM SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329543688,4144074,Propionibacterium,Observation,MAPS_TO,,<auto>,1738328047520,
90860,DESULFOVIBRIO SP.,-1,,0.83,UNCHECKED,UNREVIEWED,,0,4352645,Desulfovibrio,Observation,MAPS_TO,,<auto>,1738328047545,
90113,URINE-GRAM STAIN - UNSPUN,-1,,0.44,UNCHECKED,UNREVIEWED,,0,4266852,Gram stain method,Procedure,MAPS_TO,,<auto>,1738328047554,
80252,ALCALIGENES XYLOSOXIDANS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738330238368,4189931,Achromobacter xylosoxidans,Observation,MAPS_TO,,<auto>,1738328047628,
90415,SALMONELLA NEWPORT,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4209154,Salmonella Newport,Observation,MAPS_TO,,<auto>,1738328047697,
90508,ACTINOMYCES SP.,-1,,0.75,UNCHECKED,UNREVIEWED,,0,4236735,Actinomyces,Observation,MAPS_TO,,<auto>,1738328047906,
90914,Infection Control Yeast,-1,,0.66,UNCHECKED,UNREVIEWED,,0,4298121,Infection control procedure,Procedure,MAPS_TO,,<auto>,1738328048053,
80116,FUSARIUM SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329543945,4148080,Fusarium,Observation,MAPS_TO,,<auto>,1738328048082,
90665,EPICOCCUM SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4297015,Epicoccum,Observation,MAPS_TO,,<auto>,1738328048088,
80171,STREPTOCOCCUS ANGINOSUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329759507,4185892,Streptococcus anginosus,Observation,MAPS_TO,,<auto>,1738328048101,
90861,CUPRIAVIDUS PAUCULUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4180286,Cupriavidus pauculus,Observation,MAPS_TO,,<auto>,1738328048209,
80147,CHLAMYDIA TRACHOMATIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329612327,4274488,Chlamydia trachomatis,Observation,MAPS_TO,,<auto>,1738328048216,
90759,RAOULTELLA ORNITHINOLYTICA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4212063,Raoultella ornithinolytica,Observation,MAPS_TO,,<auto>,1738328048229,
90871,GLOBICATELLA SANGUINIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4190376,Globicatella sanguinis,Observation,MAPS_TO,,<auto>,1738328048233,
80117,AUREOBASIDIUM PULLULANS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329544134,4307325,Aureobasidium pullulans,Observation,MAPS_TO,,<auto>,1738328048373,
90915,Isolate,-1,,0.70,UNCHECKED,UNREVIEWED,,0,40221321,isolan,Drug,MAPS_TO,,<auto>,1738328048462,
90445,MALBRANCHEA SP.,-1,,0.79,UNCHECKED,UNREVIEWED,,0,4336397,Malbranchea,Observation,MAPS_TO,,<auto>,1738328048697,
80253,"YEAST, PRESUMPTIVELY NOT C. ALBICANS",-1,,0.32,UNCHECKED,UNREVIEWED,,0,37017938,Candida species not Candida albicans,Observation,MAPS_TO,,<auto>,1738328048798,
