sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
90115,R/O VANCOMYCIN RESISTANT ENTEROCOCCUS,-1,,0.77,UNCHECKED,UNREVIEWED,,0,4034133,Vancomycin resistant Enterococcus,Observation,MAPS_TO,,<auto>,1738328048820,
80172,ENTEROCOCCUS FAECALIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329759987,4302157,Enterococcus faecalis,Observation,MAPS_TO,,<auto>,1738328048839,
80082,BACILLUS SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329414128,4259140,Bacillus,Observation,MAPS_TO,,<auto>,1738328048855,
90760,CANCELLED,-1,,0.43,UNCHECKED,UNREVIEWED,,0,4064516,Travel cancelation examination,Procedure,MAPS_TO,,<auto>,1738328048949,
90862,MYCOBACTERIUM MARSEILLENSE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45757802,Mycobacterium marseillense,Observation,MAPS_TO,,<auto>,1738328048983,
80148,ASPERGILLUS VERSICOLOR GROUP ,-1,,0.96,APPROVED,EQUAL,Finn Fassbender,1738329613564,4212756,Aspergillus versicolor Group,Observation,MAPS_TO,,<auto>,1738328049087,
90584,ANAEROBIC GRAM POSITIVE BACTERIA,-1,,0.73,UNCHECKED,UNREVIEWED,,0,40483346,Anaerobic Gram positive coccobacillus,Observation,MAPS_TO,,<auto>,1738328049099,
80118,STREPTOCOCCUS SALIVARIUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329544285,4220801,Streptococcus salivarius,Observation,MAPS_TO,,<auto>,1738328049107,
90919,Blood (LYME),-1,,0.30,UNCHECKED,UNREVIEWED,,0,37208689,Lymphocyte count in blood,Measurement,MAPS_TO,,<auto>,1738328049127,
90872,STREPTOCOCCUS INFANTARIUS SSP. COLI (STR. LUTETIENSIS),-1,,0.55,UNCHECKED,UNREVIEWED,,0,4217698,Streptococcus infantarius,Observation,MAPS_TO,,<auto>,1738328049296,
80173,VEILLONELLA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329760683,4107221,Veillonella,Observation,MAPS_TO,,<auto>,1738328049314,
90447,ENTEROBIUS VERMICULARIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4208259,Enterobius vermicularis,Observation,MAPS_TO,,<auto>,1738328049436,
80083,COCCIDIOIDES IMMITIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329415060,4052086,Coccidioides immitis,Observation,MAPS_TO,,<auto>,1738328049519,
90761,MYCOBATERIUM HAEMOPHILUM,-1,,0.92,UNCHECKED,UNREVIEWED,,0,4329433,Mycobacterium haemophilum,Observation,MAPS_TO,,<auto>,1738328049573,
90863,NOCARDIA CYRIACIGEORGICA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4186418,Nocardia cyriacigeorgica,Observation,MAPS_TO,,<auto>,1738328049646,
90585,PENICILLIUM MARNEFFEI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4215781,Talaromyces marneffei,Observation,MAPS_TO,,<auto>,1738328049713,
80149,PAECILOMYCES SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329616347,4093927,Paecilomyces,Observation,MAPS_TO,,<auto>,1738328049801,
80174,CURVULARIA SP.,-1,,0.81,APPROVED,EQUAL,Finn Fassbender,1738329761346,4181422,Curvularia,Observation,MAPS_TO,,<auto>,1738328049934,
90873,HAEMOPHILUS HAEMOLYTICUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4204390,Haemophilus haemolyticus,Observation,MAPS_TO,,<auto>,1738328050022,
90448,SALMONELLA BRAENDERUP,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4148709,Salmonella Braenderup,Observation,MAPS_TO,,<auto>,1738328050057,
80254,"CANDIDA ALBICANS, PRESUMPTIVE IDENTIFICATION",-1,,0.61,UNCHECKED,UNREVIEWED,,0,4200556,Candida albicans,Observation,MAPS_TO,,<auto>,1738328050093,
80084,PROTEUS SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329415900,4196666,Proteus,Observation,MAPS_TO,,<auto>,1738328050096,
80175,VIRUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329762178,4177956,Virus,Observation,MAPS_TO,,<auto>,1738328050186,
80119,NUTRITIONALLY VARIANT STREPTOCOCCUS,-1,,0.94,APPROVED,EQUAL,Finn Fassbender,1738329548682,44784186,Nutritionally variant streptococci,Observation,MAPS_TO,,<auto>,1738328050225,
90920,PROSTHETIC JOINT FLUID,-1,,0.66,UNCHECKED,UNREVIEWED,,0,4210602,Arthrotomy with removal of prosthesis,Procedure,MAPS_TO,,<auto>,1738328050367,
90590,PREVOTELLA ORALIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4015530,Prevotella oralis,Observation,MAPS_TO,,<auto>,1738328050382,
90864,LACTOBACILLUS CASEI/PARACASEI/ZEAE,-1,,0.48,UNCHECKED,UNREVIEWED,,0,1146220,Lacticaseibacillus paracasei,Drug,MAPS_TO,,<auto>,1738328050391,
90762,NEOSCYTALIDIUM DIMIDIATUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,37395800,Neoscytalidium dimidiatum,Observation,MAPS_TO,,<auto>,1738328050394,
80150,TRICHODERMA SP.,-1,,0.74,APPROVED,EQUAL,Finn Fassbender,1738329619838,4308448,Trichoderma,Observation,MAPS_TO,,<auto>,1738328050450,
90116,"Chlamydia trachomatis, Nucleic Acid Probe, with Amplification",-1,,0.72,UNCHECKED,UNREVIEWED,,0,44807632,Chlamydia trachomatis detection by nucleic acid amplification test,Measurement,MAPS_TO,,<auto>,1738328050487,
90874,KOCURIA ROSEA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4034944,Kocuria rosea,Observation,MAPS_TO,,<auto>,1738328050496,
90450,MORAXELLA NONLIQUIFACIENS ,-1,,0.81,UNCHECKED,UNREVIEWED,,0,4262681,Moraxella nonliquefaciens,Observation,MAPS_TO,,<auto>,1738328050626,
70071,SWAB - R/O YEAST,-1,,0.43,APPROVED,EQUAL,Finn Fassbender,1738328722962,4120698,Swab,Specimen,MAPS_TO,,Finn Fassbender,1738328722345,
80121,BACTEROIDES FRAGILIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329569542,4208525,Bacteroides fragilis,Observation,MAPS_TO,,<auto>,1738328050802,
90592,TSUKAMURELLA SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4018411,Tsukamurella,Observation,MAPS_TO,,<auto>,1738328050976,
80176,VARICELLA-ZOSTER VIRUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329763314,4025840,Human alphaherpesvirus 3,Observation,MAPS_TO,,<auto>,1738328051088,
90865,STAPHYLOCOCCUS LENTUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4222111,Mammaliicoccus lentus,Observation,MAPS_TO,,<auto>,1738328051105,
80085,CORYNEBACTERIUM SPECIES (DIPHTHEROIDS),-1,,0.73,APPROVED,EQUAL,Finn Fassbender,1738329416611,4299363,Corynebacterium,Observation,MAPS_TO,,<auto>,1738328051125,
80016,PROTEUS VULGARIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329049328,4164566,Proteus vulgaris,Observation,MAPS_TO,,<auto>,1738328051169,
90875,ATOPOBIUM RIMAE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4015384,Atopobium rimae,Observation,MAPS_TO,,<auto>,1738328051193,
90117,ANAEROBIC BOTTLE,-1,,0.69,UNCHECKED,UNREVIEWED,,0,3667306,Blood specimen in anaerobic blood culture bottle,Specimen,MAPS_TO,,<auto>,1738328051226,
90452,ENTEROBACTER AMNIGENUS 2 ,-1,,0.93,UNCHECKED,UNREVIEWED,,0,4223548,Lelliottia amnigena,Observation,MAPS_TO,,<auto>,1738328051302,
90763,ENTEROBACTER CLOACAE COMPLEX,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4189174,Enterobacter cloacae complex,Observation,MAPS_TO,,<auto>,1738328051351,
80122,KLUYVERA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329572394,4266088,Kluyvera,Observation,MAPS_TO,,<auto>,1738328051360,
80255,"STAPHYLOCOCCUS SAPROPHYTICUS, PRESUMPTIVE IDENTIFICATION",-1,,0.71,UNCHECKED,UNREVIEWED,,0,4055349,Staphylococcus saprophyticus,Observation,MAPS_TO,,<auto>,1738328051370,
70072,TRACHEAL ASPIRATE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328729956,40483760,Specimen from trachea obtained by aspiration,Specimen,MAPS_TO,,Finn Fassbender,1738328729940,
90596,CAMPYLOBACTER LARI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4020477,Campylobacter lari,Observation,MAPS_TO,,<auto>,1738328051558,
80086,ACIDFAST BACILLI,-1,,0.47,APPROVED,EQUAL,Finn Fassbender,1738329422198,4348172,Acid-fast bacillus,Observation,MAPS_TO,,Finn Fassbender,1738329421635,
90866,MYCOBACTERIUM TRIPLEX,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4034541,Mycobacterium triplex,Observation,MAPS_TO,,<auto>,1738328051670,
90877,LEPTOTRICHIA SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4199151,Leptotrichia,Observation,MAPS_TO,,<auto>,1738328051691,
80017,PROTEUS MIRABILIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329050132,4248426,Proteus mirabilis,Observation,MAPS_TO,,<auto>,1738328051789,
90453,ESCHERICHIA HERMANNII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4312475,Escherichia hermannii,Observation,MAPS_TO,,<auto>,1738328051799,
70073,TISSUE,-1,,0.70,APPROVED,EQUAL,Finn Fassbender,1738328737665,4002890,Tissue specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328737013,
90764,LEPTOTRICHIA HOFSTADII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4331238,Leptotrichia hofstadii,Observation,MAPS_TO,,<auto>,1738328051991,
80123,ANAEROBIC BACTERIA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329573638,4241214,Anaerobic bacteria,Observation,MAPS_TO,,<auto>,1738328052065,
90119,HELICOBACTER PYLORI ANTIBODY TEST,-1,,0.88,UNCHECKED,UNREVIEWED,,0,4018470,Measurement of Helicobacter pylori antibody,Measurement,MAPS_TO,,<auto>,1738328052195,
80177,RESPIRATORY SYNCYTIAL VIRUS (RSV),-1,,0.87,APPROVED,EQUAL,Finn Fassbender,1738329776780,4274000,Human respiratory syncytial virus,Observation,MAPS_TO,,Finn Fassbender,1738329775976,
90832,BACTEROIDES DOREI/VULGATUS,-1,,0.56,UNCHECKED,UNREVIEWED,,0,4199446,Phocaeicola vulgatus,Observation,MAPS_TO,,<auto>,1738328052390,
80256,HAEMOPHILUS SPECIES NOT INFLUENZAE,-1,,0.81,APPROVED,EQUAL,Finn Fassbender,1738330254208,37017615,"Haemophilus, not Haemophilus influenzae",Observation,MAPS_TO,,Finn Fassbender,1738330253276,
80087,STENOTROPHOMONAS MALTOPHILIA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329423711,4034125,Stenotrophomonas maltophilia,Observation,MAPS_TO,,<auto>,1738328052413,
90598,EXOPHIALA (WANGIELLA) DERMATITIDIS,-1,,0.58,UNCHECKED,UNREVIEWED,,0,4070309,Exophiala dermatitidis,Observation,MAPS_TO,,<auto>,1738328052420,
90878,CAMPYLOBACTER UREOLYTICUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,42872611,Campylobacter ureolyticus,Observation,MAPS_TO,,<auto>,1738328052500,
70074,THROAT,-1,,0.61,APPROVED,EQUAL,Finn Fassbender,1738328772679,4119519,Throat swab,Specimen,MAPS_TO,,Finn Fassbender,1738328771001,
80018,MORGANELLA MORGANII,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329050609,4348164,Morganella morganii,Observation,MAPS_TO,,<auto>,1738328052508,
90454,PROTEUS PENNERI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4163698,Proteus penneri,Observation,MAPS_TO,,<auto>,1738328052695,
90765,DOLOSIGRANULUM PIGRUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4181033,Dolosigranulum pigrum,Observation,MAPS_TO,,<auto>,1738328052696,
90121,CYCLOSPORA STAIN,-1,,0.79,UNCHECKED,UNREVIEWED,,0,4014344,Cyclospora,Observation,MAPS_TO,,<auto>,1738328052781,
80124,EXOPHIALA JEANSELMEI COMPLEX,-1,,0.85,APPROVED,EQUAL,Finn Fassbender,1738329578865,4242532,Exophiala jeanselmei,Observation,MAPS_TO,,<auto>,1738328052845,
80178,INFLUENZA A VIRUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329807951,4236145,Influenza A virus,Observation,MAPS_TO,,<auto>,1738328052906,
70075,THROAT CULTURE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328780330,4119519,Throat swab,Specimen,MAPS_TO,,Finn Fassbender,1738328776191,
80088,LACTOBACILLUS SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329425292,4185121,Lactobacillus,Observation,MAPS_TO,,<auto>,1738328053135,
90601,MYCOBACTERIUM MALMOENSE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4250651,Mycobacterium malmoense,Observation,MAPS_TO,,<auto>,1738328053142,
90879,PENICILLIUM FELLUTANUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,37206232,Penicillium fellutanum,Observation,MAPS_TO,,<auto>,1738328053190,
90766,SLACKIA EXIGUA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4200621,Slackia exigua,Observation,MAPS_TO,,<auto>,1738328053298,
90834,ASPERGILLUS FUMIGATUS COMPLEX,-1,,0.91,UNCHECKED,UNREVIEWED,,0,36713976,Aspergillus fumigatus species complex,Observation,MAPS_TO,,<auto>,1738328053301,
90455,ENTEROBACTER AMNIGENUS 1,-1,,0.96,UNCHECKED,UNREVIEWED,,0,4223548,Lelliottia amnigena,Observation,MAPS_TO,,<auto>,1738328053397,
80019,PROVIDENCIA STUARTII,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329051314,4031192,Providencia stuartii,Observation,MAPS_TO,,<auto>,1738328053441,
70076,TISSUE,-1,,0.70,APPROVED,EQUAL,Finn Fassbender,1738328786553,4002890,Tissue specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328785963,
80179,INFLUENZA B VIRUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329808411,4231384,Influenza B virus,Observation,MAPS_TO,,<auto>,1738328053532,
80257,POSITIVE FOR INFLUENZA B VIRAL ANTIGEN,-1,,0.77,UNCHECKED,UNREVIEWED,,0,46275999,influenza B virus antigen,Drug,MAPS_TO,,<auto>,1738328053555,
90123,HCV VIRAL LOAD,-1,,0.66,UNCHECKED,UNREVIEWED,,0,4201046,HIV viral load,Measurement,MAPS_TO,,<auto>,1738328053584,
80125,FUSOBACTERIUM SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329579948,4143777,Fusobacterium,Observation,MAPS_TO,,<auto>,1738328053597,
90835,PARACOCCUS YEEI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4187186,Paracoccus yeei,Observation,MAPS_TO,,<auto>,1738328053836,
90767,OCHROBACTRUM SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4023072,Ochrobactrum,Observation,MAPS_TO,,<auto>,1738328053921,
90880,CUTIBACTERIUM (PROPIONIBACTERIUM) ACNES,-1,,0.75,UNCHECKED,UNREVIEWED,,0,42899914,Propionibacterium acnes,Drug,MAPS_TO,,<auto>,1738328054066,
80089,GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS,-1,,0.54,APPROVED,EQUAL,Finn Fassbender,1738329440478,4329864,Gamma-hemolytic Streptococcus,Observation,MAPS_TO,,<auto>,1738328054112,
70077,URINE,-1,,0.58,APPROVED,EQUAL,Finn Fassbender,1738328802712,4046280,Urine specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328801833,
80126,CLADOSPORIUM SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329580206,4135700,Cladosporium,Observation,MAPS_TO,,<auto>,1738328054314,
90606,CORYNEBACTERIUM ACCOLANS (CDC GROUP 6),-1,,0.67,UNCHECKED,UNREVIEWED,,0,4348021,CDC Corynebacterium group E,Observation,MAPS_TO,,<auto>,1738328054323,
80020,PROVIDENCIA RETTGERI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329051827,4030558,Providencia rettgeri,Observation,MAPS_TO,,<auto>,1738328054342,
90768,TICK,-1,,0.66,UNCHECKED,UNREVIEWED,,0,4192156,Amblyomma hebraeum,Observation,MAPS_TO,,<auto>,1738328054342,
90456,LECLERCIA ADECARBOXYLATA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4238215,Leclercia adecarboxylata,Observation,MAPS_TO,,<auto>,1738328054344,
80258,MICROSPORIDIUM SPECIES SEEN,-1,,0.89,APPROVED,EQUAL,Finn Fassbender,1738330261645,4086237,Microsporidium,Observation,MAPS_TO,,<auto>,1738328054374,
80180,PARAINFLUENZA VIRUS TYPE 1,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1738329842786,4253151,Human parainfluenza virus 1,Observation,MAPS_TO,,Finn Fassbender,1738329837289,
90836,STREPTOCOCCUS PARASANGUINIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4015548,Streptococcus parasanguinis,Observation,MAPS_TO,,<auto>,1738328054544,
80090,SERRATIA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329484014,4170580,Serratia,Observation,MAPS_TO,,<auto>,1738328054561,
80127,FUNGUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329582910,4188300,Fungi,Observation,MAPS_TO,,<auto>,1738328054783,
90124,CVS NEEDLE ASPIRATION EVALUATION,-1,,0.53,UNCHECKED,UNREVIEWED,,0,44790251,Fine needle aspiration NOC,Procedure,MAPS_TO,,<auto>,1738328054870,
90769,NOCARDIA FARCINICA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4310969,Nocardia farcinica,Observation,MAPS_TO,,<auto>,1738328054894,
90457,AGROBACTERIUM RADIOBACTER,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4206684,Rhizobium radiobacter,Observation,MAPS_TO,,<auto>,1738328055002,
90608,DERMABACTER HOMINIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4212869,Dermabacter hominis,Observation,MAPS_TO,,<auto>,1738328055087,
90881,KLEBSIELLA (RAOULTELLA) ORNITHINOLYTICA,-1,,0.70,UNCHECKED,UNREVIEWED,,0,4212063,Raoultella ornithinolytica,Observation,MAPS_TO,,<auto>,1738328055095,
80021,SHIGELLA FLEXNERI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329052507,4311807,Shigella flexneri,Observation,MAPS_TO,,<auto>,1738328055110,
70078,"URINE,PROSTATIC MASSAGE",-1,,0.65,APPROVED,EQUAL,Finn Fassbender,1738328807858,4120340,Prostatic massage fluid specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328807325,
90837,PROTEUS HAUSERI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4221197,Proteus hauseri,Observation,MAPS_TO,,<auto>,1738328055369,
90609,WORM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45767301,Parasitic worm specimen,Specimen,MAPS_TO,,<auto>,1738328055399,
80222,POSITIVE FOR GROUP B BETA STREPTOCOCCI,-1,,0.65,APPROVED,EQUAL,Finn Fassbender,1738330080127,4183468,Group B streptococcus,Observation,MAPS_TO,,<auto>,1738328055408,
80181,PARAINFLUENZA VIRUS TYPE 3,-1,,0.97,APPROVED,EQUAL,Finn Fassbender,1738329851743,4231389,Human parainfluenza virus 3,Observation,MAPS_TO,,Finn Fassbender,1738329851030,
80091,LISTERIA MONOCYTOGENES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329484535,4261846,Listeria monocytogenes,Observation,MAPS_TO,,<auto>,1738328055454,
80128,FUSOBACTERIUM NUCLEATUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329586180,4139265,Fusobacterium nucleatum,Observation,MAPS_TO,,<auto>,1738328055520,
90771,OCHROBACTRUM INTERMEDIUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4186544,Ochrobactrum intermedium,Observation,MAPS_TO,,<auto>,1738328055681,
90459,NEISSERIA MUCOSA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4305338,Neisseria mucosa,Observation,MAPS_TO,,<auto>,1738328055740,
90126,TOXOPLASMA IgM ANTIBODY,-1,,0.90,UNCHECKED,UNREVIEWED,,0,4018588,Measurement of Toxoplasma species IgM antibody,Measurement,MAPS_TO,,<auto>,1738328055744,
70079,URINE,-1,,0.58,APPROVED,EQUAL,Finn Fassbender,1738328813479,4046280,Urine specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328812470,
90882,KLEBSIELLA (RAOULTELLA) PLANTICOLA,-1,,0.65,UNCHECKED,UNREVIEWED,,0,4166421,Raoultella planticola,Observation,MAPS_TO,,<auto>,1738328056009,
80022,SALMONELLA ENTERITIDIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329053079,4249155,Salmonella Enteritidis,Observation,MAPS_TO,,<auto>,1738328056038,
90838,MYCOBACTERIUM ASIATICUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4259139,Mycobacterium asiaticum,Observation,MAPS_TO,,<auto>,1738328056046,
80092,AEROCOCCUS VIRIDANS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329484859,4303232,Aerococcus viridans,Observation,MAPS_TO,,<auto>,1738328056118,
80182,OCHROBACTRUM ANTHROPI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329855574,4023746,Ochrobactrum anthropi,Observation,MAPS_TO,,<auto>,1738328056160,
80223,PROBABLE ENTEROCOCCUS,-1,,0.75,UNCHECKED,UNREVIEWED,,0,4101235,Enterococcus,Observation,MAPS_TO,,<auto>,1738328056164,
80129,CLOSTRIDIUM SEPTICUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329586395,4141421,Clostridium septicum,Observation,MAPS_TO,,<auto>,1738328056231,
90461,KINGELLA SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4135694,Kingella,Observation,MAPS_TO,,<auto>,1738328056246,
90772,GRAPHIUM EUMORPHUM,-1,,0.60,UNCHECKED,UNREVIEWED,,0,4069765,Graphium,Observation,MAPS_TO,,<auto>,1738328056266,
90127,"RUBEOLA ANTIBODY, IgG",-1,,0.58,UNCHECKED,UNREVIEWED,,0,4018594,Measurement of Measles virus antibody,Measurement,MAPS_TO,,<auto>,1738328056578,
70080,"URINE,KIDNEY",-1,,0.37,APPROVED,EQUAL,Finn Fassbender,1738328832522,40490308,Urine specimen obtained from kidney,Specimen,MAPS_TO,,Finn Fassbender,1738328831929,
90620,TICK CONSISTENT WITH IXODES SPECIES,-1,,0.65,UNCHECKED,UNREVIEWED,,0,4100076,Ixodes,Observation,MAPS_TO,,<auto>,1738328056651,
90839,ACTINOTIGNUM SANGUINIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,37396646,Actinotignum sanguinis,Observation,MAPS_TO,,<auto>,1738328056773,
80183,GEMELLA MORBILLORUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329856926,4034522,Gemella morbillorum,Observation,MAPS_TO,,<auto>,1738328056811,
80093,MYCOBACTERIUM GORDONAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329486142,4088746,Mycobacterium gordonae,Observation,MAPS_TO,,<auto>,1738328056824,
90462,MICROSPORUM CANIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4078236,Microsporum canis,Observation,MAPS_TO,,<auto>,1738328056912,
80130,MYCELIA STERILIA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329586914,4086077,Mycelia sterilia,Observation,MAPS_TO,,<auto>,1738328056935,
90773,GEMELLA HAEMOLYSANS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4291154,Gemella haemolysans,Observation,MAPS_TO,,<auto>,1738328056970,
80023,STAPH AUREUS COAG +,-1,,0.42,APPROVED,EQUAL,Finn Fassbender,1738329145150,4149419,Staphylococcus aureus,Observation,MAPS_TO,,<auto>,1738328056975,
90883,PERONEUTYPA SCOPARIA,-1,,0.75,UNCHECKED,UNREVIEWED,,0,37158040,Peroneutypa,Observation,MAPS_TO,,<auto>,1738328057019,
80224,BETA STREPTOCOCCUS NOT GROUP A OR B,-1,,0.81,UNCHECKED,UNREVIEWED,,0,4213455,Streptococcus pyogenes,Observation,MAPS_TO,,<auto>,1738328057019,
70081,URINE,-1,,0.58,APPROVED,EQUAL,Finn Fassbender,1738328836866,4046280,Urine specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328836263,
80131,SALMONELLA HADAR,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329589704,4170861,Salmonella Hadar,Observation,MAPS_TO,,<auto>,1738328057396,
80094,KLEBSIELLA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329486382,4327473,Klebsiella,Observation,MAPS_TO,,<auto>,1738328057462,
90464,SALMONELLA JAVIANA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4338519,Salmonella Javiana,Observation,MAPS_TO,,<auto>,1738328057472,
80184,ENTEROCOCCUS GALLINARUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329857916,4180694,Enterococcus gallinarum,Observation,MAPS_TO,,<auto>,1738328057544,
90840,S. AUREUS POSITIVE; MRSA POSITIVE,-1,,0.46,UNCHECKED,UNREVIEWED,,0,4019195,Methicillin resistant Staphylococcus aureus,Observation,MAPS_TO,,<auto>,1738328057555,
90774,ENTEROCOCCUS HIRAE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4251482,Enterococcus hirae,Observation,MAPS_TO,,<auto>,1738328057637,
90128,Legionella Urinary Antigen ,-1,,0.65,UNCHECKED,UNREVIEWED,,0,4162828,Legionella antigen assay,Measurement,MAPS_TO,,<auto>,1738328057656,
90884,CLOSTRIDIUM SAUDIENSE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,618935,Clostridium saudiense,Observation,MAPS_TO,,<auto>,1738328057708,
80024,STAPHYLOCOCCUS EPIDERMIDIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329146233,4246180,Staphylococcus epidermidis,Observation,MAPS_TO,,<auto>,1738328057747,
90621,TICK NOT CONSISTENT WITH IXODES SPECIES,-1,,0.62,UNCHECKED,UNREVIEWED,,0,4100076,Ixodes,Observation,MAPS_TO,,<auto>,1738328057832,
80225,"NON-FERMENTER, NOT PSEUDOMONAS AERUGINOSA",-1,,0.71,APPROVED,EQUAL,Finn Fassbender,1738330168171,4352633,Non-fermentative Gram-negative bacillus,Observation,MAPS_TO,,Finn Fassbender,1738330167330,
80132,ENTAMOEBA COLI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329591032,4195441,Entamoeba coli,Observation,MAPS_TO,,<auto>,1738328057920,
70082,"URINE,SUPRAPUBIC ASPIRATE",-1,,0.64,APPROVED,EQUAL,Finn Fassbender,1738328859258,40492863,Suprapubic urine specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328858530,
